starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 11:51:38 2013	1383652298	0	297	297	297
Tue Nov 05 11:51:38 2013	1383652298	0	314	314	314
Tue Nov 05 11:51:38 2013	1383652298	0	325	325	325
Tue Nov 05 11:51:38 2013	1383652298	0	336	336	336
Tue Nov 05 11:51:38 2013	1383652298	0	342	342	342
Tue Nov 05 11:51:38 2013	1383652298	0	347	347	347
Tue Nov 05 11:51:38 2013	1383652298	0	353	353	353
Tue Nov 05 11:51:38 2013	1383652298	0	358	358	358
Tue Nov 05 11:51:38 2013	1383652298	0	358	358	358
Tue Nov 05 11:51:38 2013	1383652298	0	362	362	362
Tue Nov 05 11:51:38 2013	1383652298	0	371	371	371
Tue Nov 05 11:51:38 2013	1383652298	0	379	379	379
Tue Nov 05 11:51:38 2013	1383652298	0	381	381	380
Tue Nov 05 11:51:38 2013	1383652298	0	391	391	391
Tue Nov 05 11:51:38 2013	1383652298	0	397	397	397
Tue Nov 05 11:51:38 2013	1383652298	0	401	401	401
Tue Nov 05 11:51:38 2013	1383652298	0	412	412	412
Tue Nov 05 11:51:38 2013	1383652298	0	413	413	413
Tue Nov 05 11:51:38 2013	1383652298	0	415	415	415
Tue Nov 05 11:51:38 2013	1383652298	0	420	420	420
Tue Nov 05 11:51:38 2013	1383652298	0	422	422	422
Tue Nov 05 11:51:38 2013	1383652298	0	425	425	425
Tue Nov 05 11:51:38 2013	1383652298	0	426	427	426
Tue Nov 05 11:51:38 2013	1383652298	0	427	427	427
Tue Nov 05 11:51:38 2013	1383652298	0	433	433	433
Tue Nov 05 11:51:38 2013	1383652298	0	440	440	439
Tue Nov 05 11:51:38 2013	1383652298	0	449	449	449
Tue Nov 05 11:51:36 2013	1383652296	0	450	450	450
Tue Nov 05 11:51:38 2013	1383652298	0	456	456	456
Tue Nov 05 11:51:36 2013	1383652296	0	461	461	461
Tue Nov 05 11:51:38 2013	1383652298	0	462	462	462
Tue Nov 05 11:51:38 2013	1383652298	0	463	463	463
Tue Nov 05 11:51:38 2013	1383652298	0	464	464	464
Tue Nov 05 11:51:38 2013	1383652298	0	466	466	466
Tue Nov 05 11:51:38 2013	1383652298	0	481	481	481
Tue Nov 05 11:51:38 2013	1383652298	0	482	482	482
Tue Nov 05 11:51:37 2013	1383652297	0	488	488	488
Tue Nov 05 11:51:36 2013	1383652296	0	490	490	490
Tue Nov 05 11:51:38 2013	1383652298	0	492	492	492
Tue Nov 05 11:51:38 2013	1383652298	0	493	493	493
Tue Nov 05 11:51:38 2013	1383652298	0	499	499	499
Tue Nov 05 11:51:38 2013	1383652298	0	501	501	501
Tue Nov 05 11:51:37 2013	1383652297	0	503	503	503
Tue Nov 05 11:51:36 2013	1383652296	0	505	505	505
Tue Nov 05 11:51:36 2013	1383652296	0	505	505	505
Tue Nov 05 11:51:35 2013	1383652295	0	507	507	506
Tue Nov 05 11:51:36 2013	1383652296	0	507	507	506
Tue Nov 05 11:51:38 2013	1383652298	0	507	507	507
Tue Nov 05 11:51:36 2013	1383652296	0	508	508	508
Tue Nov 05 11:51:37 2013	1383652297	0	509	509	509
Tue Nov 05 11:51:36 2013	1383652296	0	509	510	509
Tue Nov 05 11:51:38 2013	1383652298	0	510	510	510
Tue Nov 05 11:51:37 2013	1383652297	0	511	511	511
Tue Nov 05 11:51:38 2013	1383652298	0	513	513	513
Tue Nov 05 11:51:36 2013	1383652296	0	514	514	514
Tue Nov 05 11:51:37 2013	1383652297	0	514	514	514
Tue Nov 05 11:51:38 2013	1383652298	0	514	514	514
Tue Nov 05 11:51:36 2013	1383652296	0	516	516	516
Tue Nov 05 11:51:38 2013	1383652298	0	517	517	517
Tue Nov 05 11:51:38 2013	1383652298	0	517	517	517
Tue Nov 05 11:51:36 2013	1383652296	0	517	517	517
Tue Nov 05 11:51:37 2013	1383652297	0	519	519	519
Tue Nov 05 11:51:37 2013	1383652297	0	519	519	519
Tue Nov 05 11:51:38 2013	1383652298	0	525	525	525
Tue Nov 05 11:51:36 2013	1383652296	0	525	525	525
Tue Nov 05 11:51:37 2013	1383652297	0	526	526	526
Tue Nov 05 11:51:37 2013	1383652297	0	531	531	531
Tue Nov 05 11:51:36 2013	1383652296	0	532	532	532
Tue Nov 05 11:51:36 2013	1383652296	0	533	533	533
Tue Nov 05 11:51:38 2013	1383652298	0	533	533	533
Tue Nov 05 11:51:37 2013	1383652297	0	534	534	534
Tue Nov 05 11:51:36 2013	1383652296	0	534	534	534
Tue Nov 05 11:51:38 2013	1383652298	0	535	535	535
Tue Nov 05 11:51:38 2013	1383652298	0	538	538	538
Tue Nov 05 11:51:38 2013	1383652298	0	540	540	540
Tue Nov 05 11:51:37 2013	1383652297	0	541	541	541
Tue Nov 05 11:51:37 2013	1383652297	0	541	541	541
Tue Nov 05 11:51:36 2013	1383652296	0	542	542	542
Tue Nov 05 11:51:37 2013	1383652297	0	545	545	545
Tue Nov 05 11:51:37 2013	1383652297	0	546	546	546
Tue Nov 05 11:51:37 2013	1383652297	0	547	547	547
Tue Nov 05 11:51:37 2013	1383652297	0	548	548	548
Tue Nov 05 11:51:37 2013	1383652297	0	548	548	548
Tue Nov 05 11:51:37 2013	1383652297	0	548	548	548
Tue Nov 05 11:51:36 2013	1383652296	0	550	550	550
Tue Nov 05 11:51:38 2013	1383652298	0	552	552	552
Tue Nov 05 11:51:38 2013	1383652298	0	554	554	554
Tue Nov 05 11:51:35 2013	1383652295	0	555	555	555
Tue Nov 05 11:51:37 2013	1383652297	0	555	555	555
Tue Nov 05 11:51:38 2013	1383652298	0	556	557	556
Tue Nov 05 11:51:38 2013	1383652298	0	557	557	557
Tue Nov 05 11:51:37 2013	1383652297	0	558	558	558
Tue Nov 05 11:51:37 2013	1383652297	0	561	561	561
Tue Nov 05 11:51:36 2013	1383652296	0	564	564	564
Tue Nov 05 11:51:36 2013	1383652296	0	564	564	564
Tue Nov 05 11:51:37 2013	1383652297	0	565	565	565
Tue Nov 05 11:51:36 2013	1383652296	0	566	566	565
Tue Nov 05 11:51:38 2013	1383652298	0	566	566	566
Tue Nov 05 11:51:37 2013	1383652297	0	566	566	566
Tue Nov 05 11:51:38 2013	1383652298	0	566	566	566
Tue Nov 05 11:51:37 2013	1383652297	0	566	566	566
Tue Nov 05 11:51:35 2013	1383652295	0	567	567	567
Tue Nov 05 11:51:35 2013	1383652295	0	567	567	567
Tue Nov 05 11:51:36 2013	1383652296	0	567	567	567
Tue Nov 05 11:51:36 2013	1383652296	0	567	567	567
Tue Nov 05 11:51:36 2013	1383652296	0	568	568	567
Tue Nov 05 11:51:37 2013	1383652297	0	568	568	568
Tue Nov 05 11:51:37 2013	1383652297	0	569	569	569
Tue Nov 05 11:51:36 2013	1383652296	0	570	570	570
Tue Nov 05 11:51:36 2013	1383652296	0	571	571	571
Tue Nov 05 11:51:38 2013	1383652298	0	571	571	571
Tue Nov 05 11:51:37 2013	1383652297	0	572	572	572
