starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 11:49:55 2013	1383652195	0	357	357	357
Tue Nov 05 11:49:55 2013	1383652195	0	364	364	364
Tue Nov 05 11:49:55 2013	1383652195	0	392	392	392
Tue Nov 05 11:49:55 2013	1383652195	0	393	393	393
Tue Nov 05 11:49:55 2013	1383652195	0	398	398	398
Tue Nov 05 11:49:55 2013	1383652195	0	398	398	398
Tue Nov 05 11:49:55 2013	1383652195	0	400	400	400
Tue Nov 05 11:49:55 2013	1383652195	0	408	409	408
Tue Nov 05 11:49:55 2013	1383652195	0	410	410	410
Tue Nov 05 11:49:55 2013	1383652195	0	411	411	411
Tue Nov 05 11:49:55 2013	1383652195	0	425	425	425
Tue Nov 05 11:49:55 2013	1383652195	0	426	426	426
Tue Nov 05 11:49:55 2013	1383652195	0	429	429	429
Tue Nov 05 11:49:55 2013	1383652195	0	433	433	433
Tue Nov 05 11:49:55 2013	1383652195	0	435	435	435
Tue Nov 05 11:49:55 2013	1383652195	0	445	446	445
Tue Nov 05 11:49:55 2013	1383652195	0	452	452	452
Tue Nov 05 11:49:55 2013	1383652195	0	452	452	452
Tue Nov 05 11:49:55 2013	1383652195	0	459	459	459
Tue Nov 05 11:49:55 2013	1383652195	0	463	463	463
Tue Nov 05 11:49:54 2013	1383652194	0	467	467	467
Tue Nov 05 11:49:55 2013	1383652195	0	469	469	469
Tue Nov 05 11:49:55 2013	1383652195	0	472	472	472
Tue Nov 05 11:49:55 2013	1383652195	0	476	476	476
Tue Nov 05 11:49:55 2013	1383652195	0	478	478	478
Tue Nov 05 11:49:55 2013	1383652195	0	478	478	478
Tue Nov 05 11:49:55 2013	1383652195	0	480	481	480
Tue Nov 05 11:49:55 2013	1383652195	0	481	481	481
Tue Nov 05 11:49:54 2013	1383652194	0	484	484	484
Tue Nov 05 11:49:55 2013	1383652195	0	494	494	494
Tue Nov 05 11:49:55 2013	1383652195	0	506	506	505
Tue Nov 05 11:49:55 2013	1383652195	0	515	515	515
Tue Nov 05 11:49:54 2013	1383652194	0	516	516	516
