starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 15 17:42:17 2013	1381855337	0	2069	2069	2069
Tue Oct 15 17:42:17 2013	1381855337	1	2273	2274	2250
Tue Oct 15 17:42:16 2013	1381855336	1	2329	2330	2329
Tue Oct 15 17:42:17 2013	1381855337	1	2376	2377	2376
Tue Oct 15 17:42:17 2013	1381855337	1	2454	2455	2454
Tue Oct 15 17:42:17 2013	1381855337	1	2516	2516	2515
Tue Oct 15 17:42:16 2013	1381855336	28	2508	2536	2508
Tue Oct 15 17:42:16 2013	1381855336	1	2539	2539	2539
Tue Oct 15 17:42:17 2013	1381855337	1	2545	2546	2545
Tue Oct 15 17:42:17 2013	1381855337	1	2548	2548	2529
Tue Oct 15 17:42:17 2013	1381855337	1	2568	2569	2568
Tue Oct 15 17:42:17 2013	1381855337	1	2568	2569	2568
Tue Oct 15 17:42:17 2013	1381855337	1	2578	2579	2571
Tue Oct 15 17:42:17 2013	1381855337	1	2613	2614	2613
Tue Oct 15 17:42:16 2013	1381855336	0	2620	2621	2620
Tue Oct 15 17:42:16 2013	1381855336	1	2624	2625	2624
Tue Oct 15 17:42:16 2013	1381855336	0	2660	2661	2660
Tue Oct 15 17:42:17 2013	1381855337	1	2694	2695	2694
Tue Oct 15 17:42:16 2013	1381855336	1	2698	2699	2698
Tue Oct 15 17:42:17 2013	1381855337	1	2728	2729	2728
Tue Oct 15 17:42:17 2013	1381855337	1	2749	2750	2749
Tue Oct 15 17:42:16 2013	1381855336	1	2799	2800	2799
Tue Oct 15 17:42:16 2013	1381855336	1	2853	2854	2853
Tue Oct 15 17:42:16 2013	1381855336	1	2901	2902	2901
Tue Oct 15 17:42:16 2013	1381855336	32	2878	2910	2878
Tue Oct 15 17:42:16 2013	1381855336	0	2921	2922	2921
Tue Oct 15 17:42:16 2013	1381855336	1	2944	2945	2944
Tue Oct 15 17:42:16 2013	1381855336	1	2971	2972	2908
Tue Oct 15 17:42:16 2013	1381855336	0	3001	3002	3001
Tue Oct 15 17:42:16 2013	1381855336	0	3019	3019	3019
Tue Oct 15 17:42:03 2013	1381855323	1	3087	3088	3087
Tue Oct 15 17:42:16 2013	1381855336	1	3095	3096	3095
Tue Oct 15 17:42:03 2013	1381855323	0	3108	3108	3108
Tue Oct 15 17:42:16 2013	1381855336	1	3155	3156	3155
Tue Oct 15 17:42:03 2013	1381855323	0	3205	3206	3205
Tue Oct 15 17:42:16 2013	1381855336	1	3226	3227	3226
Tue Oct 15 17:42:16 2013	1381855336	1	3249	3250	3249
Tue Oct 15 17:42:08 2013	1381855328	1	3252	3253	3252
Tue Oct 15 17:42:16 2013	1381855336	1	3254	3255	3254
Tue Oct 15 17:42:16 2013	1381855336	1	3256	3257	3256
Tue Oct 15 17:42:03 2013	1381855323	1	3260	3261	3259
Tue Oct 15 17:41:59 2013	1381855319	3	3296	3299	3296
Tue Oct 15 17:42:16 2013	1381855336	1	3340	3341	3340
Tue Oct 15 17:42:07 2013	1381855327	0	3381	3382	3381
Tue Oct 15 17:41:59 2013	1381855319	3	3426	3428	3352
Tue Oct 15 17:41:59 2013	1381855319	5	3427	3432	3324
Tue Oct 15 17:42:12 2013	1381855332	1	3459	3460	3459
Tue Oct 15 17:42:16 2013	1381855336	0	3488	3488	3485
Tue Oct 15 17:42:08 2013	1381855328	1	3495	3495	3495
Tue Oct 15 17:41:59 2013	1381855319	2	3511	3513	3427
Tue Oct 15 17:41:59 2013	1381855319	2	3519	3521	3404
Tue Oct 15 17:41:59 2013	1381855319	2	3519	3521	3409
Tue Oct 15 17:41:59 2013	1381855319	3	3519	3522	3412
Tue Oct 15 17:41:59 2013	1381855319	3	3520	3524	3520
Tue Oct 15 17:41:59 2013	1381855319	5	3521	3526	3512
Tue Oct 15 17:41:59 2013	1381855319	5	3521	3526	3417
Tue Oct 15 17:41:59 2013	1381855319	2	3525	3527	3525
Tue Oct 15 17:41:59 2013	1381855319	4	3529	3532	3529
Tue Oct 15 17:42:03 2013	1381855323	1	3553	3554	3553
Tue Oct 15 17:41:59 2013	1381855319	4	3551	3554	3532
Tue Oct 15 17:41:59 2013	1381855319	5	3554	3559	3554
Tue Oct 15 17:41:59 2013	1381855319	5	3555	3559	3555
Tue Oct 15 17:41:59 2013	1381855319	2	3570	3573	3433
Tue Oct 15 17:41:59 2013	1381855319	2	3571	3573	3489
Tue Oct 15 17:41:59 2013	1381855319	3	3570	3573	3424
Tue Oct 15 17:41:59 2013	1381855319	3	3570	3573	3427
Tue Oct 15 17:41:59 2013	1381855319	3	3570	3573	3430
Tue Oct 15 17:41:59 2013	1381855319	2	3571	3573	3498
Tue Oct 15 17:41:59 2013	1381855319	2	3571	3574	3500
Tue Oct 15 17:41:59 2013	1381855319	2	3571	3574	3500
Tue Oct 15 17:41:59 2013	1381855319	2	3571	3574	3486
Tue Oct 15 17:41:59 2013	1381855319	2	3572	3574	3531
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3574	3449
Tue Oct 15 17:41:59 2013	1381855319	3	3572	3574	3502
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3574	3477
Tue Oct 15 17:41:59 2013	1381855319	4	3570	3574	3421
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3574	3397
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3574	3493
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3574	3493
Tue Oct 15 17:41:59 2013	1381855319	4	3571	3574	3431
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3575	3494
Tue Oct 15 17:41:59 2013	1381855319	4	3571	3575	3463
Tue Oct 15 17:41:59 2013	1381855319	4	3571	3575	3448
Tue Oct 15 17:41:59 2013	1381855319	3	3571	3575	3461
Tue Oct 15 17:41:59 2013	1381855319	3	3572	3575	3501
Tue Oct 15 17:41:59 2013	1381855319	4	3571	3575	3439
Tue Oct 15 17:41:59 2013	1381855319	4	3572	3575	3474
Tue Oct 15 17:41:59 2013	1381855319	3	3572	3575	3535
Tue Oct 15 17:41:59 2013	1381855319	3	3572	3575	3490
Tue Oct 15 17:41:59 2013	1381855319	4	3572	3576	3477
Tue Oct 15 17:41:59 2013	1381855319	4	3572	3576	3467
Tue Oct 15 17:41:59 2013	1381855319	4	3573	3576	3507
Tue Oct 15 17:41:59 2013	1381855319	3	3573	3576	3498
Tue Oct 15 17:41:59 2013	1381855319	5	3571	3576	3431
Tue Oct 15 17:41:59 2013	1381855319	4	3573	3576	3547
Tue Oct 15 17:41:59 2013	1381855319	5	3572	3576	3464
Tue Oct 15 17:41:59 2013	1381855319	5	3572	3576	3454
Tue Oct 15 17:41:59 2013	1381855319	5	3572	3577	3455
