starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 15 17:42:45 2013	1381855365	1	2369	2369	2369
Tue Oct 15 17:42:45 2013	1381855365	1	2407	2408	2407
Tue Oct 15 17:42:45 2013	1381855365	1	2557	2558	2557
Tue Oct 15 17:42:44 2013	1381855364	0	2689	2690	2689
Tue Oct 15 17:42:44 2013	1381855364	1	2696	2697	2696
Tue Oct 15 17:42:44 2013	1381855364	1	2925	2925	2916
Tue Oct 15 17:42:44 2013	1381855364	0	3172	3172	3172
Tue Oct 15 17:42:44 2013	1381855364	1	3236	3237	3236
Tue Oct 15 17:42:44 2013	1381855364	1	3360	3360	3360
Tue Oct 15 17:42:43 2013	1381855363	1	3369	3370	3369
Tue Oct 15 17:42:44 2013	1381855364	1	3468	3469	3468
Tue Oct 15 17:42:44 2013	1381855364	1	3496	3497	3496
Tue Oct 15 17:42:43 2013	1381855363	1	3521	3522	3521
Tue Oct 15 17:42:27 2013	1381855347	2	3530	3532	3530
Tue Oct 15 17:42:27 2013	1381855347	2	3646	3648	3646
Tue Oct 15 17:42:27 2013	1381855347	2	3680	3682	3680
Tue Oct 15 17:42:27 2013	1381855347	2	3687	3689	3687
Tue Oct 15 17:42:27 2013	1381855347	2	3691	3694	3691
Tue Oct 15 17:42:31 2013	1381855351	1	3738	3739	3738
Tue Oct 15 17:42:32 2013	1381855352	0	3750	3751	3722
Tue Oct 15 17:42:43 2013	1381855363	1	3766	3767	3766
Tue Oct 15 17:42:43 2013	1381855363	1	3774	3775	3774
Tue Oct 15 17:42:42 2013	1381855362	1	3781	3781	3780
Tue Oct 15 17:42:31 2013	1381855351	1	3808	3808	3808
Tue Oct 15 17:42:36 2013	1381855356	1	3818	3819	3818
Tue Oct 15 17:42:27 2013	1381855347	2	3841	3844	3637
Tue Oct 15 17:42:27 2013	1381855347	2	3841	3844	3705
Tue Oct 15 17:42:27 2013	1381855347	2	3841	3844	3698
Tue Oct 15 17:42:27 2013	1381855347	2	3841	3844	3709
Tue Oct 15 17:42:27 2013	1381855347	2	3842	3844	3716
Tue Oct 15 17:42:27 2013	1381855347	2	3842	3844	3723
Tue Oct 15 17:42:27 2013	1381855347	2	3842	3844	3758
Tue Oct 15 17:42:27 2013	1381855347	2	3842	3845	3842
Tue Oct 15 17:42:27 2013	1381855347	2	3842	3845	3842
Tue Oct 15 17:42:27 2013	1381855347	2	3848	3850	3848
Tue Oct 15 17:42:42 2013	1381855362	0	3855	3855	3773
Tue Oct 15 17:42:43 2013	1381855363	1	3855	3856	3855
Tue Oct 15 17:42:27 2013	1381855347	2	3854	3856	3854
Tue Oct 15 17:42:41 2013	1381855361	1	3859	3860	3859
Tue Oct 15 17:42:27 2013	1381855347	2	3860	3862	3789
Tue Oct 15 17:42:35 2013	1381855355	1	3864	3864	3863
Tue Oct 15 17:42:27 2013	1381855347	2	3863	3865	3863
Tue Oct 15 17:42:27 2013	1381855347	2	3868	3870	3868
Tue Oct 15 17:42:27 2013	1381855347	2	3868	3870	3868
Tue Oct 15 17:42:31 2013	1381855351	1	3871	3872	3871
Tue Oct 15 17:42:31 2013	1381855351	0	3884	3884	3884
Tue Oct 15 17:42:31 2013	1381855351	1	3884	3885	3884
Tue Oct 15 17:42:27 2013	1381855347	2	3886	3888	3886
Tue Oct 15 17:42:27 2013	1381855347	2	3887	3889	3887
Tue Oct 15 17:42:27 2013	1381855347	2	3902	3904	3902
Tue Oct 15 17:42:27 2013	1381855347	2	3902	3904	3902
Tue Oct 15 17:42:27 2013	1381855347	2	3904	3907	3904
Tue Oct 15 17:42:41 2013	1381855361	0	3910	3910	3910
Tue Oct 15 17:42:27 2013	1381855347	2	3908	3911	3764
Tue Oct 15 17:42:27 2013	1381855347	2	3915	3918	3915
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3792
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3764
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3773
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3780
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3809
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3921	3789
Tue Oct 15 17:42:27 2013	1381855347	2	3919	3922	3775
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3811
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3772
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3823
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3821
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3789
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3789
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3779
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3920
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3817
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3922	3786
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3923	3821
Tue Oct 15 17:42:27 2013	1381855347	2	3920	3923	3821
Tue Oct 15 17:42:41 2013	1381855361	1	3934	3935	3934
Tue Oct 15 17:42:27 2013	1381855347	2	3933	3935	3933
Tue Oct 15 17:42:43 2013	1381855363	0	3967	3967	3967
Tue Oct 15 17:42:42 2013	1381855362	1	4016	4017	4015
Tue Oct 15 17:42:37 2013	1381855357	1	4027	4028	4027
Tue Oct 15 17:42:27 2013	1381855347	2	4030	4033	3938
Tue Oct 15 17:42:27 2013	1381855347	2	4030	4033	4030
Tue Oct 15 17:42:27 2013	1381855347	2	4033	4035	4033
Tue Oct 15 17:42:41 2013	1381855361	0	4036	4037	4036
Tue Oct 15 17:42:27 2013	1381855347	2	4037	4040	4037
Tue Oct 15 17:42:27 2013	1381855347	2	4044	4046	4044
Tue Oct 15 17:42:27 2013	1381855347	2	4045	4047	4044
Tue Oct 15 17:42:27 2013	1381855347	2	4052	4054	4052
Tue Oct 15 17:42:27 2013	1381855347	2	4054	4056	4054
Tue Oct 15 17:42:27 2013	1381855347	2	4054	4056	3828
Tue Oct 15 17:42:27 2013	1381855347	2	4054	4056	3837
Tue Oct 15 17:42:27 2013	1381855347	2	4054	4056	3974
Tue Oct 15 17:42:27 2013	1381855347	2	4054	4057	3966
Tue Oct 15 17:42:27 2013	1381855347	2	4055	4057	3953
Tue Oct 15 17:42:27 2013	1381855347	2	4055	4057	3962
Tue Oct 15 17:42:27 2013	1381855347	2	4055	4057	3956
Tue Oct 15 17:42:27 2013	1381855347	2	4055	4057	3953
Tue Oct 15 17:42:27 2013	1381855347	2	4056	4059	3970
Tue Oct 15 17:42:27 2013	1381855347	2	4056	4059	4056
Tue Oct 15 17:42:27 2013	1381855347	2	4056	4059	4056
Tue Oct 15 17:42:27 2013	1381855347	2	4058	4060	4057
Tue Oct 15 17:42:27 2013	1381855347	2	4062	4064	4062
Tue Oct 15 17:42:27 2013	1381855347	2	4068	4070	3981
Tue Oct 15 17:42:41 2013	1381855361	0	4070	4070	4070
Tue Oct 15 17:42:27 2013	1381855347	2	4078	4080	4077
Tue Oct 15 17:42:27 2013	1381855347	2	4082	4084	3987
Tue Oct 15 17:42:27 2013	1381855347	2	4082	4084	3987
Tue Oct 15 17:42:27 2013	1381855347	2	4082	4084	3994
Tue Oct 15 17:42:27 2013	1381855347	2	4083	4085	4083
Tue Oct 15 17:42:27 2013	1381855347	2	4092	4094	4092
Tue Oct 15 17:42:27 2013	1381855347	2	4098	4100	4098
Tue Oct 15 17:42:42 2013	1381855362	0	4100	4100	4019
Tue Oct 15 17:42:27 2013	1381855347	2	4098	4101	4098
Tue Oct 15 17:42:27 2013	1381855347	2	4102	4104	3994
Tue Oct 15 17:42:27 2013	1381855347	2	4104	4106	4104
Tue Oct 15 17:42:27 2013	1381855347	2	4110	4112	4110
Tue Oct 15 17:42:41 2013	1381855361	0	4112	4113	4112
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4123	3996
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4124	4026
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4124	4001
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4124	4030
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4124	4004
Tue Oct 15 17:42:27 2013	1381855347	2	4122	4124	4020
Tue Oct 15 17:42:27 2013	1381855347	2	4123	4125	4017
Tue Oct 15 17:42:27 2013	1381855347	2	4123	4125	4005
Tue Oct 15 17:42:27 2013	1381855347	2	4123	4125	4027
Tue Oct 15 17:42:42 2013	1381855362	6	4121	4127	4042
Tue Oct 15 17:42:43 2013	1381855363	1	4140	4141	4140
Tue Oct 15 17:42:27 2013	1381855347	2	4148	4150	4148
Tue Oct 15 17:42:37 2013	1381855357	1	4151	4152	4041
Tue Oct 15 17:42:40 2013	1381855360	1	4160	4161	4160
Tue Oct 15 17:42:27 2013	1381855347	2	4160	4162	4160
Tue Oct 15 17:42:41 2013	1381855361	1	4169	4170	4169
Tue Oct 15 17:42:27 2013	1381855347	2	4172	4174	4172
Tue Oct 15 17:42:27 2013	1381855347	2	4172	4174	4172
Tue Oct 15 17:42:27 2013	1381855347	2	4172	4175	4172
Tue Oct 15 17:42:42 2013	1381855362	1	4177	4178	4177
Tue Oct 15 17:42:42 2013	1381855362	0	4188	4188	4140
Tue Oct 15 17:42:42 2013	1381855362	1	4195	4195	4122
Tue Oct 15 17:42:35 2013	1381855355	1	4204	4205	4204
Tue Oct 15 17:42:36 2013	1381855356	1	4212	4213	4212
Tue Oct 15 17:42:42 2013	1381855362	1	4234	4235	4234
Tue Oct 15 17:42:43 2013	1381855363	1	4269	4270	4269
Tue Oct 15 17:42:36 2013	1381855356	0	4270	4270	4270
Tue Oct 15 17:42:42 2013	1381855362	1	4273	4274	4273
Tue Oct 15 17:42:36 2013	1381855356	1	4294	4296	4294
Tue Oct 15 17:42:41 2013	1381855361	1	4324	4324	4324
Tue Oct 15 17:42:42 2013	1381855362	1	4336	4337	4336
Tue Oct 15 17:42:42 2013	1381855362	37	4376	4413	4376
Tue Oct 15 17:42:36 2013	1381855356	1	4425	4427	4425
Tue Oct 15 17:42:42 2013	1381855362	1	4436	4437	4377
Tue Oct 15 17:42:42 2013	1381855362	0	4445	4445	4445
Tue Oct 15 17:42:36 2013	1381855356	0	4451	4451	4360
