starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 24 12:49:16 2013	1382615356	0	3	3	2
Thu Oct 24 12:49:16 2013	1382615356	0	3	3	2
Thu Oct 24 12:49:16 2013	1382615356	0	3	3	3
Thu Oct 24 12:49:16 2013	1382615356	0	3	3	3
Thu Oct 24 12:49:16 2013	1382615356	1	3	4	3
Thu Oct 24 12:49:16 2013	1382615356	1	3	4	2
Thu Oct 24 12:49:14 2013	1382615354	0	4	4	3
Thu Oct 24 12:49:16 2013	1382615356	0	4	4	4
Thu Oct 24 12:49:16 2013	1382615356	0	4	4	4
Thu Oct 24 12:49:16 2013	1382615356	1	4	4	3
Thu Oct 24 12:49:16 2013	1382615356	0	5	5	5
Thu Oct 24 12:49:14 2013	1382615354	1	5	5	4
Thu Oct 24 12:49:14 2013	1382615354	0	5	5	5
Thu Oct 24 12:49:14 2013	1382615354	1	7	8	7
Thu Oct 24 12:49:14 2013	1382615354	3	5	9	4
Thu Oct 24 12:49:14 2013	1382615354	1	8	9	6
Thu Oct 24 12:49:16 2013	1382615356	0	9	9	9
Thu Oct 24 12:49:14 2013	1382615354	3	7	10	6
Thu Oct 24 12:49:16 2013	1382615356	0	13	14	13
Thu Oct 24 12:49:16 2013	1382615356	0	14	14	14
Thu Oct 24 12:49:14 2013	1382615354	1	15	16	12
Thu Oct 24 12:49:16 2013	1382615356	0	18	19	18
Thu Oct 24 12:49:14 2013	1382615354	13	9	21	7
Thu Oct 24 12:49:16 2013	1382615356	0	22	23	22
Thu Oct 24 12:49:14 2013	1382615354	9	13	23	13
Thu Oct 24 12:49:14 2013	1382615354	5	17	23	15
Thu Oct 24 12:49:16 2013	1382615356	0	25	25	25
Thu Oct 24 12:49:14 2013	1382615354	20	9	29	5
Thu Oct 24 12:49:14 2013	1382615354	14	15	29	14
Thu Oct 24 12:49:16 2013	1382615356	0	29	29	29
Thu Oct 24 12:49:16 2013	1382615356	0	29	29	29
Thu Oct 24 12:49:16 2013	1382615356	0	30	30	30
Thu Oct 24 12:49:16 2013	1382615356	0	30	30	30
Thu Oct 24 12:49:14 2013	1382615354	10	23	33	21
Thu Oct 24 12:49:14 2013	1382615354	15	18	34	18
Thu Oct 24 12:49:14 2013	1382615354	10	24	34	21
Thu Oct 24 12:49:16 2013	1382615356	0	35	35	34
Thu Oct 24 12:49:16 2013	1382615356	0	37	37	37
Thu Oct 24 12:49:16 2013	1382615356	0	39	39	39
Thu Oct 24 12:49:13 2013	1382615353	5	37	43	35
Thu Oct 24 12:49:13 2013	1382615353	11	32	43	29
Thu Oct 24 12:49:16 2013	1382615356	0	44	44	43
Thu Oct 24 12:49:13 2013	1382615353	12	32	44	27
Thu Oct 24 12:49:13 2013	1382615353	25	19	44	13
Thu Oct 24 12:49:13 2013	1382615353	13	31	44	26
Thu Oct 24 12:49:13 2013	1382615353	18	26	44	20
Thu Oct 24 12:49:13 2013	1382615353	17	27	45	22
Thu Oct 24 12:49:13 2013	1382615353	20	24	45	19
Thu Oct 24 12:49:13 2013	1382615353	22	23	45	13
Thu Oct 24 12:49:13 2013	1382615353	31	13	45	6
Thu Oct 24 12:49:13 2013	1382615353	22	23	45	16
Thu Oct 24 12:49:13 2013	1382615353	22	23	45	16
Thu Oct 24 12:49:13 2013	1382615353	21	25	46	16
Thu Oct 24 12:49:13 2013	1382615353	21	25	46	18
Thu Oct 24 12:49:13 2013	1382615353	20	26	46	18
Thu Oct 24 12:49:14 2013	1382615354	13	34	47	31
Thu Oct 24 12:49:13 2013	1382615353	18	30	47	21
Thu Oct 24 12:49:14 2013	1382615354	1	47	47	47
Thu Oct 24 12:49:14 2013	1382615354	20	27	47	25
Thu Oct 24 12:49:13 2013	1382615353	18	30	48	22
Thu Oct 24 12:49:14 2013	1382615354	19	29	48	26
Thu Oct 24 12:49:14 2013	1382615354	17	31	48	27
Thu Oct 24 12:49:14 2013	1382615354	12	37	48	34
Thu Oct 24 12:49:13 2013	1382615353	16	33	49	32
Thu Oct 24 12:49:14 2013	1382615354	14	37	51	33
Thu Oct 24 12:49:13 2013	1382615353	31	21	52	14
Thu Oct 24 12:49:13 2013	1382615353	29	23	52	16
Thu Oct 24 12:49:13 2013	1382615353	28	24	52	18
Thu Oct 24 12:49:13 2013	1382615353	27	25	52	18
Thu Oct 24 12:49:13 2013	1382615353	10	43	53	42
Thu Oct 24 12:49:14 2013	1382615354	12	42	55	41
Thu Oct 24 12:49:14 2013	1382615354	31	25	56	14
Thu Oct 24 12:49:13 2013	1382615353	37	22	60	20
Thu Oct 24 12:49:14 2013	1382615354	11	49	60	47
Thu Oct 24 12:49:13 2013	1382615353	36	24	60	16
Thu Oct 24 12:49:14 2013	1382615354	9	54	63	49
Thu Oct 24 12:49:14 2013	1382615354	11	52	63	12
Thu Oct 24 12:49:13 2013	1382615353	52	12	64	6
Thu Oct 24 12:49:13 2013	1382615353	52	12	64	7
Thu Oct 24 12:49:13 2013	1382615353	53	11	64	4
Thu Oct 24 12:49:13 2013	1382615353	53	12	65	5
Thu Oct 24 12:49:13 2013	1382615353	41	24	65	18
Thu Oct 24 12:49:13 2013	1382615353	41	24	65	20
Thu Oct 24 12:49:14 2013	1382615354	7	58	65	57
Thu Oct 24 12:49:13 2013	1382615353	39	26	65	22
Thu Oct 24 12:49:13 2013	1382615353	41	25	66	21
Thu Oct 24 12:49:13 2013	1382615353	40	25	66	21
Thu Oct 24 12:49:13 2013	1382615353	37	29	66	26
Thu Oct 24 12:49:13 2013	1382615353	40	26	66	22
Thu Oct 24 12:49:13 2013	1382615353	39	28	67	23
Thu Oct 24 12:49:13 2013	1382615353	33	34	67	31
Thu Oct 24 12:49:13 2013	1382615353	37	30	67	24
Thu Oct 24 12:49:13 2013	1382615353	29	38	67	34
Thu Oct 24 12:49:13 2013	1382615353	37	30	67	25
Thu Oct 24 12:49:13 2013	1382615353	30	37	67	34
Thu Oct 24 12:49:13 2013	1382615353	37	30	67	25
Thu Oct 24 12:49:13 2013	1382615353	27	40	67	37
Thu Oct 24 12:49:13 2013	1382615353	37	31	67	26
Thu Oct 24 12:49:13 2013	1382615353	36	32	68	27
Thu Oct 24 12:49:13 2013	1382615353	36	33	68	27
Thu Oct 24 12:49:13 2013	1382615353	23	45	68	42
Thu Oct 24 12:49:13 2013	1382615353	21	47	68	45
Thu Oct 24 12:49:13 2013	1382615353	22	46	69	44
Thu Oct 24 12:49:13 2013	1382615353	23	46	69	43
Thu Oct 24 12:49:13 2013	1382615353	18	51	69	50
Thu Oct 24 12:49:13 2013	1382615353	35	34	69	33
Thu Oct 24 12:49:13 2013	1382615353	17	52	69	51
Thu Oct 24 12:49:13 2013	1382615353	16	53	69	51
Thu Oct 24 12:49:13 2013	1382615353	35	34	69	28
Thu Oct 24 12:49:13 2013	1382615353	22	48	69	45
Thu Oct 24 12:49:13 2013	1382615353	12	57	70	56
Thu Oct 24 12:49:13 2013	1382615353	16	54	70	52
Thu Oct 24 12:49:13 2013	1382615353	13	57	70	55
Thu Oct 24 12:49:13 2013	1382615353	20	50	70	47
Thu Oct 24 12:49:13 2013	1382615353	20	49	70	46
Thu Oct 24 12:49:13 2013	1382615353	15	55	70	53
Thu Oct 24 12:49:13 2013	1382615353	13	58	70	57
Thu Oct 24 12:49:13 2013	1382615353	14	56	70	54
Thu Oct 24 12:49:13 2013	1382615353	13	57	70	57
Thu Oct 24 12:49:13 2013	1382615353	19	51	70	48
Thu Oct 24 12:49:13 2013	1382615353	14	57	71	55
Thu Oct 24 12:49:13 2013	1382615353	18	53	71	49
Thu Oct 24 12:49:13 2013	1382615353	19	52	71	48
Thu Oct 24 12:49:13 2013	1382615353	18	53	72	50
Thu Oct 24 12:49:13 2013	1382615353	18	54	72	50
Thu Oct 24 12:49:14 2013	1382615354	16	63	79	63
Thu Oct 24 12:49:14 2013	1382615354	18	66	83	65
Thu Oct 24 12:49:13 2013	1382615353	40	45	85	27
Thu Oct 24 12:49:13 2013	1382615353	38	49	87	39
Thu Oct 24 12:49:13 2013	1382615353	15	72	87	40
Thu Oct 24 12:49:13 2013	1382615353	35	52	87	48
Thu Oct 24 12:49:13 2013	1382615353	14	73	87	42
Thu Oct 24 12:49:13 2013	1382615353	35	52	88	50
Thu Oct 24 12:49:13 2013	1382615353	15	74	89	43
Thu Oct 24 12:49:13 2013	1382615353	34	55	89	52
Thu Oct 24 12:49:13 2013	1382615353	14	75	89	45
Thu Oct 24 12:49:13 2013	1382615353	11	79	90	52
Thu Oct 24 12:49:14 2013	1382615354	14	75	90	74
Thu Oct 24 12:49:13 2013	1382615353	9	81	90	54
Thu Oct 24 12:49:13 2013	1382615353	11	79	90	66
Thu Oct 24 12:49:13 2013	1382615353	10	81	91	73
Thu Oct 24 12:49:13 2013	1382615353	10	81	91	79
Thu Oct 24 12:49:13 2013	1382615353	34	59	93	56
Thu Oct 24 12:49:13 2013	1382615353	10	84	93	83
Thu Oct 24 12:49:13 2013	1382615353	9	85	94	83
Thu Oct 24 12:49:13 2013	1382615353	34	60	94	58
Thu Oct 24 12:49:13 2013	1382615353	8	86	94	84
Thu Oct 24 12:49:13 2013	1382615353	32	63	95	58
Thu Oct 24 12:49:13 2013	1382615353	5	90	95	88
Thu Oct 24 12:49:13 2013	1382615353	6	89	95	85
Thu Oct 24 12:49:13 2013	1382615353	5	90	95	88
Thu Oct 24 12:49:13 2013	1382615353	5	90	96	88
Thu Oct 24 12:49:13 2013	1382615353	30	66	96	62
Thu Oct 24 12:49:13 2013	1382615353	29	67	96	64
Thu Oct 24 12:49:13 2013	1382615353	28	68	97	66
Thu Oct 24 12:49:13 2013	1382615353	28	68	97	66
Thu Oct 24 12:49:13 2013	1382615353	24	73	97	69
Thu Oct 24 12:49:13 2013	1382615353	21	76	98	71
Thu Oct 24 12:49:13 2013	1382615353	20	79	98	76
Thu Oct 24 12:49:13 2013	1382615353	20	79	99	76
Thu Oct 24 12:49:14 2013	1382615354	23	80	103	77
Thu Oct 24 12:49:14 2013	1382615354	23	80	103	80
Thu Oct 24 12:49:14 2013	1382615354	22	82	104	80
Thu Oct 24 12:49:13 2013	1382615353	34	71	105	57
Thu Oct 24 12:49:13 2013	1382615353	33	72	105	66
Thu Oct 24 12:49:13 2013	1382615353	33	73	106	67
Thu Oct 24 12:49:13 2013	1382615353	33	74	107	73
Thu Oct 24 12:49:13 2013	1382615353	32	75	107	74
Thu Oct 24 12:49:13 2013	1382615353	32	75	107	73
Thu Oct 24 12:49:13 2013	1382615353	31	76	108	74
Thu Oct 24 12:49:13 2013	1382615353	31	77	108	75
Thu Oct 24 12:49:14 2013	1382615354	19	89	109	84
Thu Oct 24 12:49:13 2013	1382615353	30	78	109	76
Thu Oct 24 12:49:13 2013	1382615353	20	90	110	87
Thu Oct 24 12:49:13 2013	1382615353	28	82	110	79
Thu Oct 24 12:49:13 2013	1382615353	28	82	110	78
Thu Oct 24 12:49:14 2013	1382615354	20	91	111	89
Thu Oct 24 12:49:13 2013	1382615353	27	85	112	80
Thu Oct 24 12:49:14 2013	1382615354	18	94	112	92
Thu Oct 24 12:49:13 2013	1382615353	27	85	112	80
Thu Oct 24 12:49:13 2013	1382615353	27	85	113	80
Thu Oct 24 12:49:14 2013	1382615354	19	94	113	92
Thu Oct 24 12:49:14 2013	1382615354	16	97	113	95
Thu Oct 24 12:49:13 2013	1382615353	27	86	113	80
Thu Oct 24 12:49:13 2013	1382615353	26	88	114	81
Thu Oct 24 12:49:14 2013	1382615354	17	97	114	96
Thu Oct 24 12:49:13 2013	1382615353	24	90	114	84
Thu Oct 24 12:49:13 2013	1382615353	24	91	114	83
Thu Oct 24 12:49:13 2013	1382615353	24	91	115	85
Thu Oct 24 12:49:13 2013	1382615353	24	91	115	85
Thu Oct 24 12:49:14 2013	1382615354	17	99	115	98
Thu Oct 24 12:49:14 2013	1382615354	16	104	120	99
Thu Oct 24 12:49:14 2013	1382615354	16	105	121	104
Thu Oct 24 12:49:14 2013	1382615354	15	107	122	107
Thu Oct 24 12:49:13 2013	1382615353	19	104	122	102
Thu Oct 24 12:49:13 2013	1382615353	19	104	122	97
Thu Oct 24 12:49:13 2013	1382615353	16	108	124	104
Thu Oct 24 12:49:13 2013	1382615353	16	109	125	108
Thu Oct 24 12:49:13 2013	1382615353	15	109	125	107
Thu Oct 24 12:49:13 2013	1382615353	16	109	125	108
Thu Oct 24 12:49:13 2013	1382615353	14	112	126	109
Thu Oct 24 12:49:14 2013	1382615354	17	110	127	109
Thu Oct 24 12:49:13 2013	1382615353	13	114	127	110
Thu Oct 24 12:49:13 2013	1382615353	12	115	128	112
Thu Oct 24 12:49:13 2013	1382615353	11	117	128	113
Thu Oct 24 12:49:13 2013	1382615353	10	118	129	117
Thu Oct 24 12:49:13 2013	1382615353	10	120	129	118
Thu Oct 24 12:49:13 2013	1382615353	10	120	130	119
Thu Oct 24 12:49:14 2013	1382615354	15	116	131	114
Thu Oct 24 12:49:13 2013	1382615353	9	122	131	119
Thu Oct 24 12:49:14 2013	1382615354	15	117	131	116
Thu Oct 24 12:49:14 2013	1382615354	15	117	132	117
Thu Oct 24 12:49:14 2013	1382615354	14	118	132	117
Thu Oct 24 12:49:14 2013	1382615354	10	130	140	126
Thu Oct 24 12:49:14 2013	1382615354	9	133	142	131
Thu Oct 24 12:49:13 2013	1382615353	57	96	154	95
Thu Oct 24 12:49:13 2013	1382615353	56	98	154	95
Thu Oct 24 12:49:13 2013	1382615353	56	99	155	96
Thu Oct 24 12:49:13 2013	1382615353	56	99	155	96
Thu Oct 24 12:49:13 2013	1382615353	55	100	156	96
Thu Oct 24 12:49:13 2013	1382615353	55	101	156	97
Thu Oct 24 12:49:13 2013	1382615353	52	105	157	101
Thu Oct 24 12:49:13 2013	1382615353	52	105	157	101
Thu Oct 24 12:49:13 2013	1382615353	50	107	158	102
Thu Oct 24 12:49:13 2013	1382615353	51	107	158	103
Thu Oct 24 12:49:13 2013	1382615353	49	109	158	103
Thu Oct 24 12:49:13 2013	1382615353	49	110	159	105
Thu Oct 24 12:49:13 2013	1382615353	48	111	159	106
Thu Oct 24 12:49:13 2013	1382615353	46	113	159	108
Thu Oct 24 12:49:13 2013	1382615353	46	114	160	108
Thu Oct 24 12:49:13 2013	1382615353	44	116	160	110
Thu Oct 24 12:49:13 2013	1382615353	45	116	161	109
Thu Oct 24 12:49:13 2013	1382615353	36	131	167	129
Thu Oct 24 12:49:13 2013	1382615353	36	132	167	130
Thu Oct 24 12:49:13 2013	1382615353	34	133	167	130
Thu Oct 24 12:49:13 2013	1382615353	31	136	168	132
Thu Oct 24 12:49:13 2013	1382615353	31	137	169	135
Thu Oct 24 12:49:13 2013	1382615353	30	138	169	135
Thu Oct 24 12:49:13 2013	1382615353	44	126	170	117
Thu Oct 24 12:49:14 2013	1382615354	28	143	171	143
Thu Oct 24 12:49:13 2013	1382615353	43	129	172	128
Thu Oct 24 12:49:13 2013	1382615353	43	129	172	127
Thu Oct 24 12:49:14 2013	1382615354	28	145	174	145
Thu Oct 24 12:49:14 2013	1382615354	29	146	175	146
Thu Oct 24 12:49:14 2013	1382615354	29	147	175	146
Thu Oct 24 12:49:14 2013	1382615354	28	149	177	149
Thu Oct 24 12:49:13 2013	1382615353	29	154	183	148
Thu Oct 24 12:49:13 2013	1382615353	26	160	187	158
Thu Oct 24 12:49:13 2013	1382615353	25	162	187	161
Thu Oct 24 12:49:13 2013	1382615353	25	162	187	162
Thu Oct 24 12:49:13 2013	1382615353	25	162	187	160
Thu Oct 24 12:49:13 2013	1382615353	26	162	187	161
Thu Oct 24 12:49:13 2013	1382615353	22	166	188	165
Thu Oct 24 12:49:14 2013	1382615354	34	155	189	154
Thu Oct 24 12:49:14 2013	1382615354	35	156	191	156
Thu Oct 24 12:49:14 2013	1382615354	32	163	195	162
Thu Oct 24 12:49:13 2013	1382615353	44	153	197	127
Thu Oct 24 12:49:14 2013	1382615354	33	164	197	161
Thu Oct 24 12:49:14 2013	1382615354	32	165	197	165
Thu Oct 24 12:49:13 2013	1382615353	43	155	197	133
Thu Oct 24 12:49:13 2013	1382615353	41	157	198	137
Thu Oct 24 12:49:14 2013	1382615354	30	168	199	167
Thu Oct 24 12:49:14 2013	1382615354	28	171	199	170
Thu Oct 24 12:49:14 2013	1382615354	30	170	200	170
Thu Oct 24 12:49:14 2013	1382615354	29	174	203	173
Thu Oct 24 12:49:14 2013	1382615354	28	175	203	175
Thu Oct 24 12:49:14 2013	1382615354	28	177	204	176
Thu Oct 24 12:49:14 2013	1382615354	0	2145	2145	2145
Thu Oct 24 12:49:14 2013	1382615354	0	2148	2148	2147
Thu Oct 24 12:49:14 2013	1382615354	0	2149	2149	2149
Thu Oct 24 12:49:14 2013	1382615354	0	2151	2152	2151
Thu Oct 24 12:49:14 2013	1382615354	1	2153	2154	2153
Thu Oct 24 12:49:14 2013	1382615354	0	2155	2155	2154
Thu Oct 24 12:49:14 2013	1382615354	1	2156	2157	2155
