starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 24 12:49:30 2013	1382615370	0	2	2	2
Thu Oct 24 12:49:30 2013	1382615370	0	3	3	2
Thu Oct 24 12:49:30 2013	1382615370	0	3	3	2
Thu Oct 24 12:49:30 2013	1382615370	0	3	4	3
Thu Oct 24 12:49:30 2013	1382615370	1	3	4	3
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	4
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	3
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	4
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	5
Thu Oct 24 12:49:30 2013	1382615370	1	4	5	3
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	4
Thu Oct 24 12:49:30 2013	1382615370	1	5	5	3
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	4
Thu Oct 24 12:49:30 2013	1382615370	0	5	5	5
Thu Oct 24 12:49:30 2013	1382615370	1	5	6	4
Thu Oct 24 12:49:30 2013	1382615370	2	4	6	4
Thu Oct 24 12:49:30 2013	1382615370	0	6	6	6
Thu Oct 24 12:49:30 2013	1382615370	1	6	8	6
Thu Oct 24 12:49:30 2013	1382615370	2	6	8	5
Thu Oct 24 12:49:30 2013	1382615370	1	8	8	8
Thu Oct 24 12:49:30 2013	1382615370	0	11	11	10
Thu Oct 24 12:49:30 2013	1382615370	0	15	15	14
Thu Oct 24 12:49:30 2013	1382615370	0	18	18	18
Thu Oct 24 12:49:30 2013	1382615370	0	18	18	18
Thu Oct 24 12:49:30 2013	1382615370	0	20	20	19
Thu Oct 24 12:49:30 2013	1382615370	1	24	25	23
Thu Oct 24 12:49:30 2013	1382615370	1	24	25	24
Thu Oct 24 12:49:30 2013	1382615370	1	26	27	26
Thu Oct 24 12:49:30 2013	1382615370	0	29	29	28
Thu Oct 24 12:49:30 2013	1382615370	1	30	31	29
Thu Oct 24 12:49:30 2013	1382615370	0	34	34	34
Thu Oct 24 12:49:30 2013	1382615370	0	36	36	35
Thu Oct 24 12:49:30 2013	1382615370	0	39	40	39
Thu Oct 24 12:49:30 2013	1382615370	0	40	40	40
Thu Oct 24 12:49:30 2013	1382615370	0	43	43	42
Thu Oct 24 12:49:25 2013	1382615365	14	29	43	25
Thu Oct 24 12:49:25 2013	1382615365	25	18	43	12
Thu Oct 24 12:49:30 2013	1382615370	0	43	43	43
Thu Oct 24 12:49:30 2013	1382615370	0	43	43	43
Thu Oct 24 12:49:25 2013	1382615365	20	23	44	17
Thu Oct 24 12:49:25 2013	1382615365	22	22	44	16
Thu Oct 24 12:49:25 2013	1382615365	19	25	44	19
Thu Oct 24 12:49:25 2013	1382615365	11	34	45	30
Thu Oct 24 12:49:25 2013	1382615365	18	26	45	21
Thu Oct 24 12:49:25 2013	1382615365	9	37	45	33
Thu Oct 24 12:49:30 2013	1382615370	3	43	46	43
Thu Oct 24 12:49:30 2013	1382615370	0	47	47	46
Thu Oct 24 12:49:25 2013	1382615365	26	23	49	18
Thu Oct 24 12:49:25 2013	1382615365	30	19	49	13
Thu Oct 24 12:49:25 2013	1382615365	25	24	49	20
Thu Oct 24 12:49:25 2013	1382615365	29	20	49	15
Thu Oct 24 12:49:25 2013	1382615365	25	24	49	20
Thu Oct 24 12:49:25 2013	1382615365	21	29	50	27
Thu Oct 24 12:49:25 2013	1382615365	30	20	50	15
Thu Oct 24 12:49:25 2013	1382615365	28	22	50	16
Thu Oct 24 12:49:25 2013	1382615365	15	37	52	33
Thu Oct 24 12:49:25 2013	1382615365	14	39	53	38
Thu Oct 24 12:49:25 2013	1382615365	32	26	59	18
Thu Oct 24 12:49:25 2013	1382615365	32	27	59	22
Thu Oct 24 12:49:25 2013	1382615365	31	28	59	24
Thu Oct 24 12:49:25 2013	1382615365	31	29	60	27
Thu Oct 24 12:49:25 2013	1382615365	29	31	60	29
Thu Oct 24 12:49:25 2013	1382615365	29	31	60	29
Thu Oct 24 12:49:25 2013	1382615365	52	17	69	9
Thu Oct 24 12:49:25 2013	1382615365	49	21	70	14
Thu Oct 24 12:49:25 2013	1382615365	57	13	70	3
Thu Oct 24 12:49:25 2013	1382615365	57	14	70	4
Thu Oct 24 12:49:25 2013	1382615365	45	25	70	18
Thu Oct 24 12:49:25 2013	1382615365	31	39	71	35
Thu Oct 24 12:49:25 2013	1382615365	42	29	71	22
Thu Oct 24 12:49:25 2013	1382615365	28	42	71	39
Thu Oct 24 12:49:25 2013	1382615365	37	34	71	26
Thu Oct 24 12:49:25 2013	1382615365	30	41	71	37
Thu Oct 24 12:49:25 2013	1382615365	30	41	71	37
Thu Oct 24 12:49:25 2013	1382615365	31	40	71	35
Thu Oct 24 12:49:25 2013	1382615365	27	44	71	41
Thu Oct 24 12:49:25 2013	1382615365	30	41	71	37
Thu Oct 24 12:49:25 2013	1382615365	31	40	72	32
Thu Oct 24 12:49:25 2013	1382615365	21	51	72	47
Thu Oct 24 12:49:25 2013	1382615365	19	54	72	51
Thu Oct 24 12:49:25 2013	1382615365	13	60	72	58
Thu Oct 24 12:49:25 2013	1382615365	18	54	72	52
