starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 11:37:24 2013	1383651444	1	300	301	300
Tue Nov 05 11:37:26 2013	1383651446	0	341	341	341
Tue Nov 05 11:37:27 2013	1383651447	0	350	350	350
Tue Nov 05 11:37:25 2013	1383651445	0	353	353	353
Tue Nov 05 11:37:32 2013	1383651452	0	360	361	360
Tue Nov 05 11:37:27 2013	1383651447	0	388	388	388
Tue Nov 05 11:37:24 2013	1383651444	1	411	412	411
Tue Nov 05 11:37:32 2013	1383651452	0	412	412	412
Tue Nov 05 11:37:24 2013	1383651444	1	417	418	417
Tue Nov 05 11:37:24 2013	1383651444	1	419	420	419
Tue Nov 05 11:37:25 2013	1383651445	0	421	421	421
Tue Nov 05 11:37:32 2013	1383651452	0	423	423	423
Tue Nov 05 11:37:29 2013	1383651449	0	425	425	425
Tue Nov 05 11:37:25 2013	1383651445	0	428	428	428
Tue Nov 05 11:37:28 2013	1383651448	0	430	430	430
Tue Nov 05 11:37:29 2013	1383651449	0	435	435	435
Tue Nov 05 11:37:29 2013	1383651449	0	437	437	437
Tue Nov 05 11:37:26 2013	1383651446	0	438	438	438
Tue Nov 05 11:37:29 2013	1383651449	0	441	441	441
Tue Nov 05 11:37:27 2013	1383651447	0	441	441	441
Tue Nov 05 11:37:30 2013	1383651450	0	442	442	442
Tue Nov 05 11:37:27 2013	1383651447	0	448	448	448
Tue Nov 05 11:37:24 2013	1383651444	1	448	449	448
Tue Nov 05 11:37:27 2013	1383651447	0	450	450	450
Tue Nov 05 11:37:27 2013	1383651447	0	451	451	451
Tue Nov 05 11:37:27 2013	1383651447	0	457	457	457
Tue Nov 05 11:37:28 2013	1383651448	0	458	458	458
Tue Nov 05 11:37:27 2013	1383651447	0	460	460	460
Tue Nov 05 11:37:26 2013	1383651446	0	462	462	462
Tue Nov 05 11:37:25 2013	1383651445	0	462	462	462
Tue Nov 05 11:37:28 2013	1383651448	0	464	464	464
Tue Nov 05 11:37:32 2013	1383651452	0	466	466	466
Tue Nov 05 11:37:32 2013	1383651452	0	468	468	468
Tue Nov 05 11:37:29 2013	1383651449	0	468	468	468
Tue Nov 05 11:37:26 2013	1383651446	0	469	470	469
Tue Nov 05 11:37:26 2013	1383651446	0	469	470	469
Tue Nov 05 11:37:28 2013	1383651448	0	470	470	470
Tue Nov 05 11:37:30 2013	1383651450	0	481	481	481
Tue Nov 05 11:37:25 2013	1383651445	0	482	482	482
Tue Nov 05 11:37:25 2013	1383651445	0	484	484	484
Tue Nov 05 11:37:27 2013	1383651447	0	485	485	485
Tue Nov 05 11:37:27 2013	1383651447	0	485	485	485
Tue Nov 05 11:37:29 2013	1383651449	0	486	486	486
Tue Nov 05 11:37:27 2013	1383651447	0	486	486	486
Tue Nov 05 11:37:25 2013	1383651445	0	487	487	487
Tue Nov 05 11:37:26 2013	1383651446	0	488	488	488
Tue Nov 05 11:37:32 2013	1383651452	0	490	490	490
Tue Nov 05 11:37:26 2013	1383651446	0	490	490	490
Tue Nov 05 11:37:30 2013	1383651450	0	492	492	492
Tue Nov 05 11:37:25 2013	1383651445	0	495	495	495
Tue Nov 05 11:37:26 2013	1383651446	0	497	497	496
Tue Nov 05 11:37:26 2013	1383651446	0	497	497	497
Tue Nov 05 11:37:26 2013	1383651446	0	498	498	498
Tue Nov 05 11:37:26 2013	1383651446	0	498	498	498
Tue Nov 05 11:37:26 2013	1383651446	0	499	499	499
Tue Nov 05 11:37:28 2013	1383651448	0	499	499	499
Tue Nov 05 11:37:27 2013	1383651447	0	500	500	499
Tue Nov 05 11:37:25 2013	1383651445	0	500	500	500
Tue Nov 05 11:37:26 2013	1383651446	0	500	500	500
Tue Nov 05 11:37:25 2013	1383651445	0	501	501	501
Tue Nov 05 11:37:24 2013	1383651444	1	501	502	501
Tue Nov 05 11:37:26 2013	1383651446	0	502	502	502
Tue Nov 05 11:37:27 2013	1383651447	0	503	503	503
Tue Nov 05 11:37:26 2013	1383651446	0	503	504	503
Tue Nov 05 11:37:27 2013	1383651447	0	504	504	504
Tue Nov 05 11:37:25 2013	1383651445	0	504	504	504
Tue Nov 05 11:37:32 2013	1383651452	0	504	504	504
Tue Nov 05 11:37:26 2013	1383651446	0	505	505	505
Tue Nov 05 11:37:28 2013	1383651448	0	505	506	505
Tue Nov 05 11:37:27 2013	1383651447	0	506	506	506
Tue Nov 05 11:37:28 2013	1383651448	0	506	506	506
Tue Nov 05 11:37:29 2013	1383651449	0	507	507	507
Tue Nov 05 11:37:25 2013	1383651445	0	507	507	507
Tue Nov 05 11:37:25 2013	1383651445	0	507	507	507
Tue Nov 05 11:37:29 2013	1383651449	0	508	508	508
Tue Nov 05 11:37:27 2013	1383651447	0	509	509	509
Tue Nov 05 11:37:29 2013	1383651449	0	509	509	509
Tue Nov 05 11:37:27 2013	1383651447	0	510	510	510
Tue Nov 05 11:37:31 2013	1383651451	0	510	510	510
Tue Nov 05 11:37:25 2013	1383651445	0	510	510	510
Tue Nov 05 11:37:28 2013	1383651448	0	511	511	511
Tue Nov 05 11:37:28 2013	1383651448	0	511	511	511
Tue Nov 05 11:37:28 2013	1383651448	0	512	512	512
Tue Nov 05 11:37:29 2013	1383651449	0	512	512	512
Tue Nov 05 11:37:26 2013	1383651446	0	514	514	514
Tue Nov 05 11:37:27 2013	1383651447	0	515	516	515
Tue Nov 05 11:37:26 2013	1383651446	0	516	516	516
Tue Nov 05 11:37:29 2013	1383651449	0	516	516	516
Tue Nov 05 11:37:25 2013	1383651445	0	517	517	517
Tue Nov 05 11:37:25 2013	1383651445	0	517	517	517
Tue Nov 05 11:37:27 2013	1383651447	0	517	517	517
Tue Nov 05 11:37:32 2013	1383651452	0	517	517	517
Tue Nov 05 11:37:28 2013	1383651448	0	518	518	518
Tue Nov 05 11:37:24 2013	1383651444	1	518	519	518
Tue Nov 05 11:37:27 2013	1383651447	0	519	519	519
Tue Nov 05 11:37:25 2013	1383651445	0	521	521	521
Tue Nov 05 11:37:29 2013	1383651449	0	522	522	522
Tue Nov 05 11:37:25 2013	1383651445	0	523	523	523
Tue Nov 05 11:37:32 2013	1383651452	0	524	524	524
Tue Nov 05 11:37:29 2013	1383651449	0	525	526	525
Tue Nov 05 11:37:26 2013	1383651446	0	528	528	528
Tue Nov 05 11:37:27 2013	1383651447	0	528	528	528
Tue Nov 05 11:37:24 2013	1383651444	0	528	528	528
Tue Nov 05 11:37:28 2013	1383651448	0	529	529	529
Tue Nov 05 11:37:28 2013	1383651448	0	529	529	529
Tue Nov 05 11:37:29 2013	1383651449	0	529	529	529
Tue Nov 05 11:37:27 2013	1383651447	0	529	530	529
Tue Nov 05 11:37:31 2013	1383651451	0	530	530	530
Tue Nov 05 11:37:29 2013	1383651449	0	531	531	531
Tue Nov 05 11:37:25 2013	1383651445	0	532	532	532
Tue Nov 05 11:37:27 2013	1383651447	0	533	533	533
Tue Nov 05 11:37:29 2013	1383651449	0	534	534	534
Tue Nov 05 11:37:25 2013	1383651445	0	534	534	534
Tue Nov 05 11:37:29 2013	1383651449	0	535	535	535
Tue Nov 05 11:37:26 2013	1383651446	0	535	535	535
Tue Nov 05 11:37:25 2013	1383651445	0	536	536	536
Tue Nov 05 11:37:26 2013	1383651446	0	536	536	536
Tue Nov 05 11:37:30 2013	1383651450	0	536	536	536
Tue Nov 05 11:37:30 2013	1383651450	0	536	536	536
Tue Nov 05 11:37:27 2013	1383651447	0	538	539	538
Tue Nov 05 11:37:25 2013	1383651445	0	539	539	539
Tue Nov 05 11:37:28 2013	1383651448	0	539	539	539
