starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 11:43:11 2013	1383651791	3	858	861	858
Tue Nov 05 11:43:19 2013	1383651799	0	882	882	882
Tue Nov 05 11:43:11 2013	1383651791	3	904	907	904
Tue Nov 05 11:43:11 2013	1383651791	3	930	933	930
Tue Nov 05 11:43:19 2013	1383651799	0	944	944	943
Tue Nov 05 11:43:19 2013	1383651799	0	955	955	955
Tue Nov 05 11:43:11 2013	1383651791	3	962	965	962
Tue Nov 05 11:43:19 2013	1383651799	0	975	975	975
Tue Nov 05 11:43:19 2013	1383651799	0	990	990	990
Tue Nov 05 11:43:19 2013	1383651799	0	1002	1002	1002
Tue Nov 05 11:43:11 2013	1383651791	3	1018	1020	1018
Tue Nov 05 11:43:19 2013	1383651799	0	1027	1027	1027
Tue Nov 05 11:43:19 2013	1383651799	0	1032	1032	1032
Tue Nov 05 11:43:19 2013	1383651799	0	1045	1045	1045
Tue Nov 05 11:43:11 2013	1383651791	3	1043	1045	1043
Tue Nov 05 11:43:19 2013	1383651799	0	1056	1057	1056
Tue Nov 05 11:43:11 2013	1383651791	3	1081	1083	1080
Tue Nov 05 11:43:19 2013	1383651799	0	1088	1088	1088
Tue Nov 05 11:43:19 2013	1383651799	0	1093	1093	1092
Tue Nov 05 11:43:19 2013	1383651799	0	1125	1125	1125
Tue Nov 05 11:43:13 2013	1383651793	0	1125	1125	1125
Tue Nov 05 11:43:15 2013	1383651795	0	1131	1131	1131
Tue Nov 05 11:43:12 2013	1383651792	0	1133	1133	1133
Tue Nov 05 11:43:13 2013	1383651793	0	1133	1133	1133
Tue Nov 05 11:43:13 2013	1383651793	0	1136	1136	1136
Tue Nov 05 11:43:13 2013	1383651793	0	1139	1139	1139
Tue Nov 05 11:43:19 2013	1383651799	0	1146	1146	1146
Tue Nov 05 11:43:12 2013	1383651792	0	1151	1151	1151
Tue Nov 05 11:43:14 2013	1383651794	0	1155	1155	1155
Tue Nov 05 11:43:13 2013	1383651793	0	1159	1159	1159
Tue Nov 05 11:43:19 2013	1383651799	0	1161	1161	1161
Tue Nov 05 11:43:13 2013	1383651793	0	1164	1164	1164
Tue Nov 05 11:43:12 2013	1383651792	0	1164	1164	1164
Tue Nov 05 11:43:13 2013	1383651793	0	1164	1164	1164
Tue Nov 05 11:43:13 2013	1383651793	0	1166	1166	1166
Tue Nov 05 11:43:12 2013	1383651792	0	1168	1168	1168
Tue Nov 05 11:43:12 2013	1383651792	0	1169	1169	1169
Tue Nov 05 11:43:13 2013	1383651793	0	1170	1170	1170
Tue Nov 05 11:43:14 2013	1383651794	0	1172	1172	1171
Tue Nov 05 11:43:13 2013	1383651793	0	1172	1172	1171
Tue Nov 05 11:43:12 2013	1383651792	0	1172	1172	1172
Tue Nov 05 11:43:13 2013	1383651793	0	1176	1176	1176
Tue Nov 05 11:43:14 2013	1383651794	0	1176	1176	1176
Tue Nov 05 11:43:13 2013	1383651793	0	1177	1177	1177
Tue Nov 05 11:43:19 2013	1383651799	0	1178	1178	1178
Tue Nov 05 11:43:13 2013	1383651793	0	1178	1178	1178
Tue Nov 05 11:43:14 2013	1383651794	0	1181	1181	1181
Tue Nov 05 11:43:14 2013	1383651794	0	1181	1181	1181
Tue Nov 05 11:43:12 2013	1383651792	0	1183	1183	1183
Tue Nov 05 11:43:14 2013	1383651794	0	1184	1184	1184
Tue Nov 05 11:43:14 2013	1383651794	0	1187	1187	1187
Tue Nov 05 11:43:13 2013	1383651793	0	1187	1187	1187
Tue Nov 05 11:43:14 2013	1383651794	0	1188	1188	1188
Tue Nov 05 11:43:13 2013	1383651793	0	1189	1189	1189
Tue Nov 05 11:43:14 2013	1383651794	0	1189	1189	1189
Tue Nov 05 11:43:14 2013	1383651794	0	1189	1189	1189
Tue Nov 05 11:43:14 2013	1383651794	0	1190	1190	1190
Tue Nov 05 11:43:11 2013	1383651791	2	1188	1190	1188
Tue Nov 05 11:43:14 2013	1383651794	0	1190	1190	1190
Tue Nov 05 11:43:14 2013	1383651794	0	1191	1191	1191
Tue Nov 05 11:43:13 2013	1383651793	0	1192	1192	1192
Tue Nov 05 11:43:14 2013	1383651794	0	1193	1193	1193
Tue Nov 05 11:43:14 2013	1383651794	0	1196	1196	1196
Tue Nov 05 11:43:13 2013	1383651793	0	1197	1197	1197
Tue Nov 05 11:43:14 2013	1383651794	0	1197	1197	1197
Tue Nov 05 11:43:13 2013	1383651793	0	1197	1197	1197
Tue Nov 05 11:43:13 2013	1383651793	0	1198	1198	1198
Tue Nov 05 11:43:11 2013	1383651791	2	1197	1198	1197
Tue Nov 05 11:43:13 2013	1383651793	0	1198	1198	1198
Tue Nov 05 11:43:13 2013	1383651793	0	1199	1199	1199
Tue Nov 05 11:43:11 2013	1383651791	2	1198	1200	1198
Tue Nov 05 11:43:13 2013	1383651793	0	1202	1202	1202
Tue Nov 05 11:43:13 2013	1383651793	0	1202	1202	1202
Tue Nov 05 11:43:13 2013	1383651793	0	1202	1202	1202
Tue Nov 05 11:43:14 2013	1383651794	0	1203	1203	1203
Tue Nov 05 11:43:14 2013	1383651794	0	1204	1204	1204
Tue Nov 05 11:43:14 2013	1383651794	0	1204	1204	1204
Tue Nov 05 11:43:13 2013	1383651793	0	1204	1204	1204
Tue Nov 05 11:43:18 2013	1383651798	0	1204	1204	1204
Tue Nov 05 11:43:14 2013	1383651794	0	1206	1206	1206
Tue Nov 05 11:43:13 2013	1383651793	0	1206	1206	1206
Tue Nov 05 11:43:14 2013	1383651794	0	1207	1207	1207
Tue Nov 05 11:43:14 2013	1383651794	0	1207	1207	1207
Tue Nov 05 11:43:13 2013	1383651793	0	1208	1208	1208
Tue Nov 05 11:43:19 2013	1383651799	0	1208	1209	1208
Tue Nov 05 11:43:13 2013	1383651793	0	1209	1209	1209
Tue Nov 05 11:43:19 2013	1383651799	0	1209	1209	1209
Tue Nov 05 11:43:14 2013	1383651794	0	1210	1210	1210
Tue Nov 05 11:43:15 2013	1383651795	0	1210	1210	1210
Tue Nov 05 11:43:11 2013	1383651791	2	1209	1211	1209
Tue Nov 05 11:43:14 2013	1383651794	0	1212	1212	1212
Tue Nov 05 11:43:13 2013	1383651793	0	1212	1212	1212
Tue Nov 05 11:43:14 2013	1383651794	0	1212	1213	1212
Tue Nov 05 11:43:13 2013	1383651793	0	1213	1213	1213
Tue Nov 05 11:43:13 2013	1383651793	0	1214	1214	1214
Tue Nov 05 11:43:13 2013	1383651793	0	1214	1214	1214
Tue Nov 05 11:43:19 2013	1383651799	0	1217	1217	1217
Tue Nov 05 11:43:14 2013	1383651794	0	1217	1217	1217
Tue Nov 05 11:43:14 2013	1383651794	0	1217	1217	1217
Tue Nov 05 11:43:19 2013	1383651799	0	1218	1218	1217
Tue Nov 05 11:43:14 2013	1383651794	0	1218	1218	1218
Tue Nov 05 11:43:13 2013	1383651793	0	1218	1218	1218
