starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 04 11:36:04 2013	1383564964	0	2088	2088	2088
Mon Nov 04 11:36:04 2013	1383564964	0	2206	2206	2206
Mon Nov 04 11:36:04 2013	1383564964	0	2267	2267	2267
Mon Nov 04 11:36:04 2013	1383564964	0	2295	2295	2295
Mon Nov 04 11:36:04 2013	1383564964	0	2405	2405	2404
Mon Nov 04 11:36:04 2013	1383564964	0	2412	2412	2412
Mon Nov 04 11:36:04 2013	1383564964	0	2418	2418	2418
Mon Nov 04 11:36:04 2013	1383564964	0	2455	2455	2455
Mon Nov 04 11:36:04 2013	1383564964	0	2557	2557	2557
Mon Nov 04 11:36:04 2013	1383564964	0	2579	2579	2579
Mon Nov 04 11:36:04 2013	1383564964	0	2582	2582	2582
Mon Nov 04 11:35:47 2013	1383564947	6	2595	2602	2595
Mon Nov 04 11:36:04 2013	1383564964	0	2612	2612	2612
Mon Nov 04 11:36:04 2013	1383564964	0	2624	2624	2624
Mon Nov 04 11:36:03 2013	1383564963	0	2630	2630	2630
Mon Nov 04 11:36:04 2013	1383564964	0	2710	2710	2710
Mon Nov 04 11:36:04 2013	1383564964	0	2723	2723	2723
Mon Nov 04 11:36:04 2013	1383564964	0	2725	2725	2725
Mon Nov 04 11:36:04 2013	1383564964	0	2765	2765	2765
Mon Nov 04 11:36:04 2013	1383564964	0	2769	2769	2769
Mon Nov 04 11:36:03 2013	1383564963	0	2780	2780	2780
Mon Nov 04 11:36:03 2013	1383564963	0	2795	2795	2794
Mon Nov 04 11:36:03 2013	1383564963	0	2818	2818	2818
Mon Nov 04 11:36:04 2013	1383564964	0	2883	2883	2883
Mon Nov 04 11:35:47 2013	1383564947	5	2920	2925	2918
Mon Nov 04 11:36:03 2013	1383564963	0	2976	2976	2975
Mon Nov 04 11:36:04 2013	1383564964	0	2985	2985	2985
Mon Nov 04 11:36:04 2013	1383564964	0	3006	3006	3006
Mon Nov 04 11:36:04 2013	1383564964	0	3016	3016	3016
Mon Nov 04 11:36:03 2013	1383564963	0	3067	3067	3067
Mon Nov 04 11:36:03 2013	1383564963	0	3093	3093	3093
Mon Nov 04 11:36:03 2013	1383564963	0	3178	3178	3178
Mon Nov 04 11:36:03 2013	1383564963	0	3193	3193	3193
Mon Nov 04 11:36:03 2013	1383564963	0	3208	3208	3208
Mon Nov 04 11:36:03 2013	1383564963	0	3237	3237	3237
Mon Nov 04 11:36:03 2013	1383564963	0	3247	3247	3247
