starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 04 12:05:09 2013	1383566709	0	1135	1135	1134
Mon Nov 04 12:05:09 2013	1383566709	0	1147	1147	1147
Mon Nov 04 12:05:09 2013	1383566709	0	1157	1157	1157
Mon Nov 04 12:05:09 2013	1383566709	0	1214	1214	1214
Mon Nov 04 12:05:09 2013	1383566709	0	1221	1221	1221
Mon Nov 04 12:05:09 2013	1383566709	0	1309	1309	1309
Mon Nov 04 12:05:09 2013	1383566709	0	1312	1312	1312
Mon Nov 04 12:04:54 2013	1383566694	0	1395	1395	1395
Mon Nov 04 12:04:52 2013	1383566692	0	1396	1397	1396
Mon Nov 04 12:05:09 2013	1383566709	0	1401	1401	1401
Mon Nov 04 12:05:09 2013	1383566709	0	1411	1411	1411
Mon Nov 04 12:05:09 2013	1383566709	0	1414	1414	1414
Mon Nov 04 12:05:09 2013	1383566709	0	1416	1416	1416
Mon Nov 04 12:04:53 2013	1383566693	0	1417	1417	1417
Mon Nov 04 12:04:52 2013	1383566692	0	1422	1422	1422
Mon Nov 04 12:04:52 2013	1383566692	0	1422	1422	1422
Mon Nov 04 12:04:53 2013	1383566693	0	1423	1423	1423
Mon Nov 04 12:04:53 2013	1383566693	0	1430	1430	1430
Mon Nov 04 12:04:52 2013	1383566692	0	1436	1436	1436
Mon Nov 04 12:04:53 2013	1383566693	0	1443	1443	1443
Mon Nov 04 12:04:53 2013	1383566693	0	1446	1446	1446
Mon Nov 04 12:04:53 2013	1383566693	0	1450	1450	1450
Mon Nov 04 12:04:52 2013	1383566692	0	1454	1454	1454
Mon Nov 04 12:04:52 2013	1383566692	0	1462	1462	1462
Mon Nov 04 12:04:54 2013	1383566694	0	1465	1465	1465
Mon Nov 04 12:04:53 2013	1383566693	0	1468	1468	1468
Mon Nov 04 12:04:53 2013	1383566693	0	1471	1471	1471
Mon Nov 04 12:04:54 2013	1383566694	0	1473	1473	1473
Mon Nov 04 12:04:52 2013	1383566692	0	1477	1477	1477
