starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 18:15:01 2013	1383675301	0	259	259	258
Tue Nov 05 18:15:01 2013	1383675301	0	272	272	272
Tue Nov 05 18:15:01 2013	1383675301	0	287	287	287
Tue Nov 05 18:15:01 2013	1383675301	0	287	287	287
Tue Nov 05 18:15:01 2013	1383675301	0	307	307	307
Tue Nov 05 18:14:57 2013	1383675297	1	315	317	315
Tue Nov 05 18:15:01 2013	1383675301	0	322	322	322
Tue Nov 05 18:15:01 2013	1383675301	0	323	323	323
Tue Nov 05 18:15:01 2013	1383675301	0	327	327	327
Tue Nov 05 18:15:01 2013	1383675301	0	336	336	336
Tue Nov 05 18:15:01 2013	1383675301	0	347	347	347
Tue Nov 05 18:15:01 2013	1383675301	0	355	356	355
Tue Nov 05 18:15:01 2013	1383675301	0	380	380	380
Tue Nov 05 18:15:01 2013	1383675301	0	386	386	386
Tue Nov 05 18:15:01 2013	1383675301	0	386	386	386
Tue Nov 05 18:15:01 2013	1383675301	0	386	387	386
Tue Nov 05 18:15:01 2013	1383675301	0	412	412	412
Tue Nov 05 18:14:58 2013	1383675298	0	412	412	412
Tue Nov 05 18:15:01 2013	1383675301	0	412	412	412
Tue Nov 05 18:15:01 2013	1383675301	0	413	413	413
Tue Nov 05 18:15:01 2013	1383675301	0	416	416	416
Tue Nov 05 18:14:58 2013	1383675298	0	418	418	418
Tue Nov 05 18:15:01 2013	1383675301	0	418	419	416
Tue Nov 05 18:15:01 2013	1383675301	0	419	419	419
Tue Nov 05 18:14:59 2013	1383675299	0	420	420	420
Tue Nov 05 18:15:01 2013	1383675301	0	421	421	421
Tue Nov 05 18:14:58 2013	1383675298	0	422	422	415
Tue Nov 05 18:14:58 2013	1383675298	0	425	425	425
Tue Nov 05 18:14:59 2013	1383675299	0	425	425	425
Tue Nov 05 18:15:01 2013	1383675301	0	425	425	425
Tue Nov 05 18:14:58 2013	1383675298	0	426	426	426
Tue Nov 05 18:14:57 2013	1383675297	0	426	426	426
Tue Nov 05 18:15:01 2013	1383675301	0	429	429	429
Tue Nov 05 18:14:59 2013	1383675299	0	430	430	430
Tue Nov 05 18:14:59 2013	1383675299	0	430	430	421
