starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 18:15:09 2013	1383675309	0	403	403	403
Tue Nov 05 18:15:09 2013	1383675309	0	457	457	457
Tue Nov 05 18:15:09 2013	1383675309	0	458	458	457
Tue Nov 05 18:15:07 2013	1383675307	0	470	470	470
Tue Nov 05 18:15:09 2013	1383675309	0	479	479	479
Tue Nov 05 18:15:09 2013	1383675309	0	483	483	483
Tue Nov 05 18:15:09 2013	1383675309	0	488	488	488
Tue Nov 05 18:15:09 2013	1383675309	0	492	492	492
Tue Nov 05 18:15:07 2013	1383675307	0	500	500	500
Tue Nov 05 18:15:07 2013	1383675307	0	510	510	510
Tue Nov 05 18:15:09 2013	1383675309	0	511	511	511
Tue Nov 05 18:15:06 2013	1383675306	0	513	513	513
Tue Nov 05 18:15:05 2013	1383675305	0	520	520	520
Tue Nov 05 18:15:05 2013	1383675305	0	527	527	527
Tue Nov 05 18:15:09 2013	1383675309	0	540	540	540
Tue Nov 05 18:15:06 2013	1383675306	0	542	542	542
Tue Nov 05 18:15:07 2013	1383675307	0	542	542	542
Tue Nov 05 18:15:09 2013	1383675309	0	544	544	544
Tue Nov 05 18:15:07 2013	1383675307	0	546	546	546
Tue Nov 05 18:15:07 2013	1383675307	0	547	547	546
Tue Nov 05 18:15:07 2013	1383675307	0	549	549	549
Tue Nov 05 18:15:07 2013	1383675307	0	550	550	550
Tue Nov 05 18:15:08 2013	1383675308	0	552	552	552
Tue Nov 05 18:15:07 2013	1383675307	0	553	553	553
Tue Nov 05 18:15:05 2013	1383675305	0	554	554	554
Tue Nov 05 18:15:07 2013	1383675307	0	555	555	555
Tue Nov 05 18:15:07 2013	1383675307	0	558	558	558
Tue Nov 05 18:15:07 2013	1383675307	0	559	559	559
Tue Nov 05 18:15:07 2013	1383675307	0	559	559	559
Tue Nov 05 18:15:07 2013	1383675307	0	560	560	560
Tue Nov 05 18:15:06 2013	1383675306	0	564	564	564
Tue Nov 05 18:15:07 2013	1383675307	0	564	564	559
Tue Nov 05 18:15:07 2013	1383675307	0	564	564	564
Tue Nov 05 18:15:07 2013	1383675307	0	565	565	565
Tue Nov 05 18:15:07 2013	1383675307	0	567	567	567
Tue Nov 05 18:15:06 2013	1383675306	0	567	567	567
Tue Nov 05 18:15:07 2013	1383675307	0	569	569	569
Tue Nov 05 18:15:09 2013	1383675309	0	569	569	563
Tue Nov 05 18:15:09 2013	1383675309	0	570	570	570
Tue Nov 05 18:15:07 2013	1383675307	0	571	571	571
Tue Nov 05 18:15:08 2013	1383675308	0	572	572	572
Tue Nov 05 18:15:05 2013	1383675305	2	570	572	570
Tue Nov 05 18:15:06 2013	1383675306	0	574	574	574
Tue Nov 05 18:15:05 2013	1383675305	0	575	575	575
Tue Nov 05 18:15:07 2013	1383675307	0	575	575	575
Tue Nov 05 18:15:06 2013	1383675306	0	575	575	575
Tue Nov 05 18:15:06 2013	1383675306	0	576	576	576
Tue Nov 05 18:15:07 2013	1383675307	0	578	578	578
Tue Nov 05 18:15:07 2013	1383675307	0	579	579	579
Tue Nov 05 18:15:08 2013	1383675308	0	580	580	580
Tue Nov 05 18:15:06 2013	1383675306	0	581	581	579
Tue Nov 05 18:15:05 2013	1383675305	0	581	581	581
Tue Nov 05 18:15:07 2013	1383675307	0	582	582	582
Tue Nov 05 18:15:07 2013	1383675307	0	583	583	582
Tue Nov 05 18:15:08 2013	1383675308	0	583	583	580
Tue Nov 05 18:15:06 2013	1383675306	0	585	585	584
Tue Nov 05 18:15:09 2013	1383675309	0	585	585	585
Tue Nov 05 18:15:05 2013	1383675305	40	546	586	546
Tue Nov 05 18:15:06 2013	1383675306	0	586	586	586
Tue Nov 05 18:15:06 2013	1383675306	0	586	586	586
Tue Nov 05 18:15:06 2013	1383675306	0	587	587	587
Tue Nov 05 18:15:05 2013	1383675305	0	588	588	582
Tue Nov 05 18:15:06 2013	1383675306	0	588	588	588
Tue Nov 05 18:15:08 2013	1383675308	0	588	588	588
Tue Nov 05 18:15:05 2013	1383675305	0	588	588	588
Tue Nov 05 18:15:06 2013	1383675306	0	588	588	588
Tue Nov 05 18:15:05 2013	1383675305	7	581	589	581
Tue Nov 05 18:15:07 2013	1383675307	0	590	591	590
Tue Nov 05 18:15:07 2013	1383675307	0	591	591	591
Tue Nov 05 18:15:05 2013	1383675305	18	573	591	572
Tue Nov 05 18:15:06 2013	1383675306	0	591	591	591
Tue Nov 05 18:15:07 2013	1383675307	0	592	592	592
Tue Nov 05 18:15:05 2013	1383675305	0	592	593	592
Tue Nov 05 18:15:07 2013	1383675307	0	593	593	593
Tue Nov 05 18:15:05 2013	1383675305	0	593	593	593
Tue Nov 05 18:15:05 2013	1383675305	0	594	594	594
Tue Nov 05 18:15:07 2013	1383675307	0	594	594	594
Tue Nov 05 18:15:08 2013	1383675308	0	594	594	594
Tue Nov 05 18:15:08 2013	1383675308	0	595	595	594
Tue Nov 05 18:15:09 2013	1383675309	0	595	595	595
Tue Nov 05 18:15:08 2013	1383675308	0	596	596	596
Tue Nov 05 18:15:07 2013	1383675307	0	596	596	596
Tue Nov 05 18:15:07 2013	1383675307	0	596	597	596
Tue Nov 05 18:15:06 2013	1383675306	0	598	598	598
Tue Nov 05 18:15:06 2013	1383675306	0	598	598	598
Tue Nov 05 18:15:06 2013	1383675306	0	598	598	598
Tue Nov 05 18:15:08 2013	1383675308	0	599	599	599
Tue Nov 05 18:15:06 2013	1383675306	0	599	599	599
Tue Nov 05 18:15:07 2013	1383675307	0	600	600	600
Tue Nov 05 18:15:06 2013	1383675306	0	600	600	600
Tue Nov 05 18:15:09 2013	1383675309	0	600	600	600
Tue Nov 05 18:15:07 2013	1383675307	0	601	601	601
Tue Nov 05 18:15:06 2013	1383675306	0	601	601	601
Tue Nov 05 18:15:07 2013	1383675307	0	601	601	601
Tue Nov 05 18:15:05 2013	1383675305	0	601	601	601
Tue Nov 05 18:15:07 2013	1383675307	0	601	602	601
Tue Nov 05 18:15:08 2013	1383675308	0	602	602	602
Tue Nov 05 18:15:06 2013	1383675306	0	602	602	602
Tue Nov 05 18:15:06 2013	1383675306	0	603	603	603
Tue Nov 05 18:15:08 2013	1383675308	0	604	604	603
Tue Nov 05 18:15:06 2013	1383675306	0	604	604	604
Tue Nov 05 18:15:07 2013	1383675307	0	605	605	605
Tue Nov 05 18:15:06 2013	1383675306	0	605	605	605
Tue Nov 05 18:15:08 2013	1383675308	0	605	605	605
Tue Nov 05 18:15:05 2013	1383675305	0	606	606	603
Tue Nov 05 18:15:07 2013	1383675307	0	607	607	607
Tue Nov 05 18:15:06 2013	1383675306	0	607	607	607
Tue Nov 05 18:15:06 2013	1383675306	0	607	607	607
Tue Nov 05 18:15:06 2013	1383675306	0	607	607	607
Tue Nov 05 18:15:08 2013	1383675308	0	608	608	608
Tue Nov 05 18:15:06 2013	1383675306	0	609	609	609
Tue Nov 05 18:15:07 2013	1383675307	0	609	609	609
Tue Nov 05 18:15:08 2013	1383675308	0	610	610	610
Tue Nov 05 18:15:07 2013	1383675307	0	610	610	610
Tue Nov 05 18:15:06 2013	1383675306	0	610	610	610
Tue Nov 05 18:15:06 2013	1383675306	0	612	612	612
Tue Nov 05 18:15:06 2013	1383675306	0	612	612	612
