starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 18:14:45 2013	1383675285	0	142	142	142
Tue Nov 05 18:14:42 2013	1383675282	0	160	160	160
Tue Nov 05 18:14:45 2013	1383675285	0	176	176	176
Tue Nov 05 18:14:43 2013	1383675283	0	178	178	177
Tue Nov 05 18:14:42 2013	1383675282	0	178	178	178
Tue Nov 05 18:14:45 2013	1383675285	0	179	179	178
Tue Nov 05 18:14:45 2013	1383675285	0	195	195	195
Tue Nov 05 18:14:42 2013	1383675282	0	198	198	198
Tue Nov 05 18:14:42 2013	1383675282	0	207	207	207
Tue Nov 05 18:14:45 2013	1383675285	0	208	208	208
Tue Nov 05 18:14:43 2013	1383675283	0	212	212	212
Tue Nov 05 18:14:45 2013	1383675285	0	213	213	213
Tue Nov 05 18:14:42 2013	1383675282	0	214	214	214
Tue Nov 05 18:14:41 2013	1383675281	0	217	217	217
Tue Nov 05 18:14:43 2013	1383675283	0	218	218	218
Tue Nov 05 18:14:41 2013	1383675281	0	218	218	218
Tue Nov 05 18:14:43 2013	1383675283	0	220	220	220
Tue Nov 05 18:14:43 2013	1383675283	0	221	221	221
Tue Nov 05 18:14:45 2013	1383675285	0	221	221	221
Tue Nov 05 18:14:41 2013	1383675281	0	222	222	222
Tue Nov 05 18:14:45 2013	1383675285	0	222	223	222
Tue Nov 05 18:14:42 2013	1383675282	0	226	226	226
Tue Nov 05 18:14:43 2013	1383675283	0	227	227	227
Tue Nov 05 18:14:43 2013	1383675283	0	227	228	227
Tue Nov 05 18:14:42 2013	1383675282	0	233	233	233
Tue Nov 05 18:14:43 2013	1383675283	0	233	233	233
Tue Nov 05 18:14:43 2013	1383675283	0	234	234	234
Tue Nov 05 18:14:43 2013	1383675283	0	235	235	235
Tue Nov 05 18:14:45 2013	1383675285	0	236	236	236
Tue Nov 05 18:14:41 2013	1383675281	0	237	237	236
Tue Nov 05 18:14:43 2013	1383675283	0	237	237	237
Tue Nov 05 18:14:43 2013	1383675283	0	237	237	237
Tue Nov 05 18:14:41 2013	1383675281	0	238	238	238
Tue Nov 05 18:14:44 2013	1383675284	0	240	240	240
Tue Nov 05 18:14:42 2013	1383675282	0	240	241	240
Tue Nov 05 18:14:42 2013	1383675282	0	242	242	242
Tue Nov 05 18:14:44 2013	1383675284	0	242	242	242
Tue Nov 05 18:14:45 2013	1383675285	0	242	242	242
Tue Nov 05 18:14:43 2013	1383675283	0	243	243	242
Tue Nov 05 18:14:42 2013	1383675282	0	243	243	243
Tue Nov 05 18:14:42 2013	1383675282	0	243	243	243
