starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 10:37:04 2013	1383647824	2	332	334	332
Tue Nov 05 10:37:04 2013	1383647824	1	497	498	497
Tue Nov 05 10:37:12 2013	1383647832	0	501	501	501
Tue Nov 05 10:37:12 2013	1383647832	0	503	503	503
Tue Nov 05 10:37:04 2013	1383647824	2	512	513	511
Tue Nov 05 10:37:04 2013	1383647824	2	563	564	563
Tue Nov 05 10:37:12 2013	1383647832	0	580	580	580
Tue Nov 05 10:37:05 2013	1383647825	0	595	595	595
Tue Nov 05 10:37:12 2013	1383647832	0	609	609	609
Tue Nov 05 10:37:12 2013	1383647832	0	632	632	632
Tue Nov 05 10:37:05 2013	1383647825	0	634	634	634
Tue Nov 05 10:37:05 2013	1383647825	0	634	634	634
Tue Nov 05 10:37:04 2013	1383647824	1	637	637	637
Tue Nov 05 10:37:05 2013	1383647825	0	674	674	674
Tue Nov 05 10:37:12 2013	1383647832	0	695	695	695
Tue Nov 05 10:37:12 2013	1383647832	0	720	720	720
Tue Nov 05 10:37:12 2013	1383647832	0	720	720	720
Tue Nov 05 10:37:12 2013	1383647832	0	726	726	726
Tue Nov 05 10:37:07 2013	1383647827	0	730	730	730
Tue Nov 05 10:37:04 2013	1383647824	0	742	742	742
Tue Nov 05 10:37:12 2013	1383647832	0	757	757	757
Tue Nov 05 10:37:07 2013	1383647827	0	760	760	760
Tue Nov 05 10:37:12 2013	1383647832	0	763	763	763
Tue Nov 05 10:37:05 2013	1383647825	0	764	764	764
Tue Nov 05 10:37:05 2013	1383647825	0	773	773	773
Tue Nov 05 10:37:06 2013	1383647826	0	773	773	773
Tue Nov 05 10:37:06 2013	1383647826	0	774	774	774
Tue Nov 05 10:37:06 2013	1383647826	0	779	779	779
Tue Nov 05 10:37:06 2013	1383647826	0	779	779	779
Tue Nov 05 10:37:06 2013	1383647826	0	780	780	780
Tue Nov 05 10:37:06 2013	1383647826	0	782	782	782
Tue Nov 05 10:37:07 2013	1383647827	0	783	783	783
Tue Nov 05 10:37:05 2013	1383647825	0	785	785	785
Tue Nov 05 10:37:06 2013	1383647826	0	792	792	792
Tue Nov 05 10:37:05 2013	1383647825	0	794	794	793
Tue Nov 05 10:37:12 2013	1383647832	0	794	794	794
Tue Nov 05 10:37:06 2013	1383647826	0	795	795	795
Tue Nov 05 10:37:06 2013	1383647826	0	795	795	795
Tue Nov 05 10:37:05 2013	1383647825	0	795	795	795
Tue Nov 05 10:37:05 2013	1383647825	0	798	798	798
Tue Nov 05 10:37:05 2013	1383647825	0	802	802	802
Tue Nov 05 10:37:07 2013	1383647827	0	802	802	802
Tue Nov 05 10:37:05 2013	1383647825	0	803	803	802
Tue Nov 05 10:37:05 2013	1383647825	0	808	808	808
Tue Nov 05 10:37:05 2013	1383647825	0	809	810	809
Tue Nov 05 10:37:08 2013	1383647828	0	816	816	816
Tue Nov 05 10:37:06 2013	1383647826	0	816	816	816
Tue Nov 05 10:37:06 2013	1383647826	0	816	816	816
Tue Nov 05 10:37:07 2013	1383647827	0	817	817	817
Tue Nov 05 10:37:05 2013	1383647825	0	819	819	819
