starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 15 17:19:27 2013	1381853967	2	622	624	618
Tue Oct 15 17:19:27 2013	1381853967	1	706	707	705
Tue Oct 15 17:19:27 2013	1381853967	5	732	738	727
Tue Oct 15 17:19:27 2013	1381853967	18	793	811	793
Tue Oct 15 17:19:46 2013	1381853986	0	828	828	828
Tue Oct 15 17:19:46 2013	1381853986	0	858	858	858
Tue Oct 15 17:19:27 2013	1381853967	69	825	894	824
Tue Oct 15 17:19:46 2013	1381853986	0	912	912	912
Tue Oct 15 17:19:27 2013	1381853967	69	852	921	835
Tue Oct 15 17:19:27 2013	1381853967	46	882	928	858
Tue Oct 15 17:19:27 2013	1381853967	77	875	952	875
Tue Oct 15 17:19:27 2013	1381853967	38	923	961	915
Tue Oct 15 17:19:28 2013	1381853968	0	982	982	963
Tue Oct 15 17:19:28 2013	1381853968	0	985	985	984
Tue Oct 15 17:19:27 2013	1381853967	69	918	987	901
Tue Oct 15 17:19:27 2013	1381853967	69	927	996	913
Tue Oct 15 17:19:27 2013	1381853967	18	979	997	943
Tue Oct 15 17:19:27 2013	1381853967	89	909	997	905
Tue Oct 15 17:19:27 2013	1381853967	46	954	1000	946
Tue Oct 15 17:19:27 2013	1381853967	69	936	1005	922
Tue Oct 15 17:19:27 2013	1381853967	54	951	1005	943
Tue Oct 15 17:19:27 2013	1381853967	62	944	1006	908
Tue Oct 15 17:19:27 2013	1381853967	69	938	1007	926
Tue Oct 15 17:19:27 2013	1381853967	10	1006	1017	998
Tue Oct 15 17:19:27 2013	1381853967	77	942	1019	934
Tue Oct 15 17:19:27 2013	1381853967	69	957	1026	957
Tue Oct 15 17:19:46 2013	1381853986	0	1029	1029	1029
Tue Oct 15 17:19:28 2013	1381853968	0	1031	1031	1030
Tue Oct 15 17:19:27 2013	1381853967	85	948	1032	944
Tue Oct 15 17:19:28 2013	1381853968	0	1037	1037	1037
Tue Oct 15 17:19:28 2013	1381853968	0	1040	1040	1034
Tue Oct 15 17:19:28 2013	1381853968	0	1049	1049	1049
Tue Oct 15 17:19:27 2013	1381853967	30	1019	1049	1011
Tue Oct 15 17:19:28 2013	1381853968	0	1051	1051	1051
Tue Oct 15 17:19:28 2013	1381853968	0	1051	1052	1051
Tue Oct 15 17:19:46 2013	1381853986	0	1054	1054	1054
Tue Oct 15 17:19:28 2013	1381853968	0	1066	1066	1057
Tue Oct 15 17:19:28 2013	1381853968	0	1067	1067	1067
Tue Oct 15 17:19:46 2013	1381853986	0	1071	1071	1071
Tue Oct 15 17:19:28 2013	1381853968	0	1082	1083	1082
Tue Oct 15 17:19:29 2013	1381853969	0	1090	1090	1068
Tue Oct 15 17:19:29 2013	1381853969	0	1096	1096	1080
Tue Oct 15 17:19:44 2013	1381853984	0	1098	1098	1098
Tue Oct 15 17:19:30 2013	1381853970	0	1122	1122	1122
Tue Oct 15 17:19:28 2013	1381853968	0	1129	1129	1129
Tue Oct 15 17:19:29 2013	1381853969	0	1143	1144	1114
Tue Oct 15 17:19:29 2013	1381853969	0	1146	1146	1146
Tue Oct 15 17:19:29 2013	1381853969	0	1149	1149	1145
Tue Oct 15 17:19:28 2013	1381853968	0	1153	1153	1153
Tue Oct 15 17:19:28 2013	1381853968	0	1155	1155	1127
Tue Oct 15 17:19:30 2013	1381853970	0	1164	1164	1164
Tue Oct 15 17:19:34 2013	1381853974	0	1164	1164	1164
Tue Oct 15 17:19:32 2013	1381853972	0	1170	1170	1170
Tue Oct 15 17:19:30 2013	1381853970	0	1184	1184	1184
Tue Oct 15 17:19:46 2013	1381853986	0	1184	1184	1184
Tue Oct 15 17:19:46 2013	1381853986	0	1184	1185	1184
Tue Oct 15 17:19:29 2013	1381853969	0	1186	1186	1162
Tue Oct 15 17:19:29 2013	1381853969	0	1190	1190	1190
Tue Oct 15 17:19:28 2013	1381853968	0	1190	1190	1190
Tue Oct 15 17:19:41 2013	1381853981	0	1193	1193	1193
Tue Oct 15 17:19:29 2013	1381853969	0	1193	1194	1193
Tue Oct 15 17:19:29 2013	1381853969	0	1195	1195	1195
Tue Oct 15 17:19:29 2013	1381853969	0	1198	1198	1198
Tue Oct 15 17:19:30 2013	1381853970	0	1202	1202	1160
Tue Oct 15 17:19:35 2013	1381853975	0	1203	1203	1203
Tue Oct 15 17:19:30 2013	1381853970	0	1204	1204	1204
Tue Oct 15 17:19:30 2013	1381853970	0	1205	1205	1205
Tue Oct 15 17:19:46 2013	1381853986	0	1206	1206	1206
Tue Oct 15 17:19:30 2013	1381853970	0	1208	1208	1207
Tue Oct 15 17:19:30 2013	1381853970	0	1208	1208	1208
Tue Oct 15 17:19:37 2013	1381853977	0	1208	1208	1208
Tue Oct 15 17:19:29 2013	1381853969	0	1209	1209	1209
Tue Oct 15 17:19:32 2013	1381853972	0	1213	1213	1213
Tue Oct 15 17:19:30 2013	1381853970	0	1216	1216	1216
Tue Oct 15 17:19:28 2013	1381853968	0	1220	1220	1220
Tue Oct 15 17:19:31 2013	1381853971	0	1222	1222	1222
Tue Oct 15 17:19:30 2013	1381853970	0	1222	1222	1222
Tue Oct 15 17:19:29 2013	1381853969	0	1223	1223	1201
Tue Oct 15 17:19:33 2013	1381853973	0	1223	1223	1215
Tue Oct 15 17:19:45 2013	1381853985	0	1224	1224	1224
Tue Oct 15 17:19:44 2013	1381853984	0	1226	1226	1226
Tue Oct 15 17:19:30 2013	1381853970	0	1227	1227	1227
Tue Oct 15 17:19:29 2013	1381853969	0	1227	1227	1227
Tue Oct 15 17:19:30 2013	1381853970	0	1227	1227	1227
Tue Oct 15 17:19:29 2013	1381853969	0	1227	1227	1209
Tue Oct 15 17:19:30 2013	1381853970	0	1228	1228	1228
Tue Oct 15 17:19:30 2013	1381853970	0	1228	1228	1206
Tue Oct 15 17:19:30 2013	1381853970	0	1229	1229	1229
Tue Oct 15 17:19:30 2013	1381853970	0	1232	1232	1232
Tue Oct 15 17:19:46 2013	1381853986	0	1237	1237	1237
Tue Oct 15 17:19:29 2013	1381853969	0	1238	1238	1237
Tue Oct 15 17:19:28 2013	1381853968	0	1245	1245	1245
Tue Oct 15 17:19:34 2013	1381853974	0	1246	1246	1245
Tue Oct 15 17:19:29 2013	1381853969	0	1246	1246	1246
Tue Oct 15 17:19:40 2013	1381853980	0	1250	1250	1249
Tue Oct 15 17:19:45 2013	1381853985	0	1251	1251	1251
Tue Oct 15 17:19:42 2013	1381853982	0	1255	1255	1254
Tue Oct 15 17:19:30 2013	1381853970	0	1255	1255	1255
Tue Oct 15 17:19:29 2013	1381853969	0	1257	1257	1257
Tue Oct 15 17:19:30 2013	1381853970	0	1259	1259	1259
Tue Oct 15 17:19:38 2013	1381853978	0	1260	1260	1260
Tue Oct 15 17:19:30 2013	1381853970	0	1262	1262	1233
Tue Oct 15 17:19:30 2013	1381853970	0	1262	1263	1262
Tue Oct 15 17:19:39 2013	1381853979	0	1263	1263	1263
Tue Oct 15 17:19:39 2013	1381853979	0	1263	1263	1255
Tue Oct 15 17:19:42 2013	1381853982	0	1263	1263	1263
Tue Oct 15 17:19:43 2013	1381853983	0	1265	1265	1265
Tue Oct 15 17:19:30 2013	1381853970	0	1272	1272	1272
Tue Oct 15 17:19:29 2013	1381853969	0	1273	1273	1245
Tue Oct 15 17:19:39 2013	1381853979	0	1275	1275	1275
Tue Oct 15 17:19:34 2013	1381853974	0	1275	1275	1275
Tue Oct 15 17:19:46 2013	1381853986	0	1277	1277	1277
Tue Oct 15 17:19:43 2013	1381853983	0	1280	1280	1280
Tue Oct 15 17:19:37 2013	1381853977	0	1280	1280	1280
Tue Oct 15 17:19:46 2013	1381853986	0	1280	1280	1280
Tue Oct 15 17:19:41 2013	1381853981	0	1283	1283	1283
Tue Oct 15 17:19:42 2013	1381853982	0	1283	1283	1283
Tue Oct 15 17:19:46 2013	1381853986	0	1285	1285	1285
Tue Oct 15 17:19:30 2013	1381853970	0	1285	1285	1285
Tue Oct 15 17:19:34 2013	1381853974	0	1287	1287	1287
Tue Oct 15 17:19:33 2013	1381853973	0	1287	1288	1280
Tue Oct 15 17:19:38 2013	1381853978	0	1288	1288	1288
Tue Oct 15 17:19:41 2013	1381853981	0	1288	1288	1288
Tue Oct 15 17:19:46 2013	1381853986	0	1300	1300	1300
Tue Oct 15 17:19:41 2013	1381853981	0	1301	1301	1301
