starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 04 10:40:53 2013	1383561653	4	953	957	953
Mon Nov 04 10:40:53 2013	1383561653	3	1188	1191	1188
Mon Nov 04 10:40:53 2013	1383561653	3	1291	1295	1291
Mon Nov 04 10:40:53 2013	1383561653	3	1297	1300	1297
Mon Nov 04 10:40:53 2013	1383561653	3	1311	1314	1311
Mon Nov 04 10:40:53 2013	1383561653	3	1333	1336	1333
Mon Nov 04 10:40:53 2013	1383561653	3	1340	1343	1340
Mon Nov 04 10:40:53 2013	1383561653	3	1358	1361	1358
Mon Nov 04 10:40:53 2013	1383561653	3	1361	1364	1361
Mon Nov 04 10:40:53 2013	1383561653	3	1367	1370	1367
Mon Nov 04 10:40:53 2013	1383561653	2	1375	1377	1375
Mon Nov 04 10:40:53 2013	1383561653	3	1452	1455	1452
Mon Nov 04 10:40:53 2013	1383561653	3	1464	1467	1464
Mon Nov 04 10:40:53 2013	1383561653	3	1466	1469	1466
Mon Nov 04 10:40:53 2013	1383561653	2	1472	1475	1472
Mon Nov 04 10:40:53 2013	1383561653	3	1486	1489	1486
Mon Nov 04 10:40:53 2013	1383561653	2	1488	1490	1488
Mon Nov 04 10:40:53 2013	1383561653	3	1492	1495	1492
Mon Nov 04 10:40:53 2013	1383561653	3	1494	1496	1494
Mon Nov 04 10:40:53 2013	1383561653	3	1497	1499	1497
Mon Nov 04 10:40:53 2013	1383561653	3	1505	1508	1505
Mon Nov 04 10:40:53 2013	1383561653	3	1508	1511	1508
Mon Nov 04 10:40:53 2013	1383561653	3	1518	1521	1518
Mon Nov 04 10:40:53 2013	1383561653	3	1521	1523	1521
Mon Nov 04 10:40:53 2013	1383561653	3	1556	1559	1556
Mon Nov 04 10:40:53 2013	1383561653	3	1587	1591	1587
Mon Nov 04 10:40:53 2013	1383561653	2	1602	1604	1602
Mon Nov 04 10:40:53 2013	1383561653	3	1605	1607	1605
Mon Nov 04 10:40:53 2013	1383561653	3	1607	1610	1607
Mon Nov 04 10:40:53 2013	1383561653	3	1610	1613	1610
Mon Nov 04 10:40:53 2013	1383561653	3	1613	1616	1613
Mon Nov 04 10:40:53 2013	1383561653	2	1619	1621	1619
Mon Nov 04 10:40:53 2013	1383561653	3	1622	1626	1622
Mon Nov 04 10:40:53 2013	1383561653	3	1628	1631	1628
Mon Nov 04 10:40:53 2013	1383561653	3	1642	1645	1642
Mon Nov 04 10:40:53 2013	1383561653	2	1923	1925	1923
Mon Nov 04 10:40:56 2013	1383561656	0	2331	2332	2331
Mon Nov 04 10:40:56 2013	1383561656	0	2371	2371	2371
Mon Nov 04 10:40:53 2013	1383561653	2	2382	2384	2382
Mon Nov 04 10:40:58 2013	1383561658	0	2636	2636	2636
Mon Nov 04 10:40:56 2013	1383561656	0	2663	2663	2663
Mon Nov 04 10:41:10 2013	1383561670	0	2679	2679	2679
Mon Nov 04 10:41:10 2013	1383561670	0	2760	2760	2760
Mon Nov 04 10:41:10 2013	1383561670	0	2768	2768	2768
Mon Nov 04 10:40:58 2013	1383561658	0	2775	2775	2775
Mon Nov 04 10:40:53 2013	1383561653	2	2783	2785	2783
Mon Nov 04 10:40:58 2013	1383561658	0	2803	2803	2803
Mon Nov 04 10:40:58 2013	1383561658	0	2822	2822	2822
Mon Nov 04 10:40:56 2013	1383561656	0	2846	2846	2846
Mon Nov 04 10:40:53 2013	1383561653	2	2847	2849	2846
Mon Nov 04 10:40:53 2013	1383561653	2	2878	2880	2878
Mon Nov 04 10:40:53 2013	1383561653	2	2880	2882	2880
Mon Nov 04 10:40:58 2013	1383561658	0	2947	2947	2947
Mon Nov 04 10:40:53 2013	1383561653	3	2949	2952	2949
Mon Nov 04 10:40:53 2013	1383561653	3	2957	2960	2957
Mon Nov 04 10:41:10 2013	1383561670	0	2962	2962	2962
Mon Nov 04 10:40:53 2013	1383561653	3	2966	2969	2966
Mon Nov 04 10:41:10 2013	1383561670	0	2972	2972	2971
Mon Nov 04 10:40:53 2013	1383561653	3	2972	2975	2972
Mon Nov 04 10:40:53 2013	1383561653	3	2978	2981	2978
Mon Nov 04 10:40:53 2013	1383561653	3	2984	2987	2984
Mon Nov 04 10:40:58 2013	1383561658	0	2993	2993	2993
Mon Nov 04 10:40:53 2013	1383561653	3	2991	2994	2991
Mon Nov 04 10:40:53 2013	1383561653	3	2995	2999	2995
Mon Nov 04 10:40:53 2013	1383561653	3	2998	3001	2998
Mon Nov 04 10:40:53 2013	1383561653	4	2999	3004	2999
Mon Nov 04 10:40:53 2013	1383561653	5	3005	3010	3005
Mon Nov 04 10:40:53 2013	1383561653	3	3007	3010	3007
Mon Nov 04 10:40:53 2013	1383561653	5	3018	3023	3018
Mon Nov 04 10:40:58 2013	1383561658	0	3026	3026	3026
Mon Nov 04 10:40:58 2013	1383561658	0	3046	3046	3046
Mon Nov 04 10:41:10 2013	1383561670	0	3054	3054	3054
Mon Nov 04 10:40:53 2013	1383561653	3	3062	3065	3062
Mon Nov 04 10:40:53 2013	1383561653	3	3067	3070	3066
Mon Nov 04 10:40:56 2013	1383561656	0	3084	3084	3084
Mon Nov 04 10:40:53 2013	1383561653	2	3082	3084	3082
Mon Nov 04 10:40:53 2013	1383561653	3	3083	3086	3083
Mon Nov 04 10:40:56 2013	1383561656	0	3087	3087	3087
Mon Nov 04 10:40:53 2013	1383561653	2	3093	3095	3092
Mon Nov 04 10:40:53 2013	1383561653	5	3098	3103	3097
Mon Nov 04 10:40:58 2013	1383561658	0	3121	3121	3121
Mon Nov 04 10:40:53 2013	1383561653	5	3116	3121	3116
Mon Nov 04 10:41:10 2013	1383561670	0	3140	3140	3140
Mon Nov 04 10:40:58 2013	1383561658	0	3148	3148	3148
Mon Nov 04 10:40:53 2013	1383561653	5	3151	3156	3151
Mon Nov 04 10:40:53 2013	1383561653	5	3156	3162	3156
Mon Nov 04 10:41:00 2013	1383561660	0	3179	3179	3179
Mon Nov 04 10:40:53 2013	1383561653	5	3193	3198	3193
Mon Nov 04 10:41:00 2013	1383561660	0	3208	3208	3208
