starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 04 10:18:51 2013	1383560331	2	916	918	916
Mon Nov 04 10:19:10 2013	1383560350	0	990	990	990
Mon Nov 04 10:19:10 2013	1383560350	0	1019	1019	1019
Mon Nov 04 10:18:51 2013	1383560331	1	1055	1056	1055
Mon Nov 04 10:18:51 2013	1383560331	1	1080	1081	1080
Mon Nov 04 10:18:51 2013	1383560331	1	1087	1088	1087
Mon Nov 04 10:19:10 2013	1383560350	0	1091	1091	1091
Mon Nov 04 10:19:09 2013	1383560349	0	1242	1242	1242
Mon Nov 04 10:19:10 2013	1383560350	0	1275	1275	1275
Mon Nov 04 10:19:09 2013	1383560349	0	1282	1282	1282
Mon Nov 04 10:18:51 2013	1383560331	2	1284	1286	1284
Mon Nov 04 10:18:51 2013	1383560331	2	1330	1332	1330
Mon Nov 04 10:18:51 2013	1383560331	1	1354	1355	1354
Mon Nov 04 10:18:51 2013	1383560331	1	1358	1359	1358
Mon Nov 04 10:19:09 2013	1383560349	0	1360	1360	1360
Mon Nov 04 10:18:51 2013	1383560331	1	1361	1362	1361
Mon Nov 04 10:18:51 2013	1383560331	1	1376	1377	1376
Mon Nov 04 10:19:09 2013	1383560349	0	1421	1421	1421
Mon Nov 04 10:18:51 2013	1383560331	1	1430	1431	1430
Mon Nov 04 10:18:51 2013	1383560331	2	1436	1438	1436
Mon Nov 04 10:18:51 2013	1383560331	1	1440	1441	1440
Mon Nov 04 10:18:53 2013	1383560333	0	1446	1446	1446
Mon Nov 04 10:18:51 2013	1383560331	1	1451	1452	1451
Mon Nov 04 10:18:51 2013	1383560331	1	1457	1458	1457
Mon Nov 04 10:18:51 2013	1383560331	1	1457	1458	1457
Mon Nov 04 10:18:51 2013	1383560331	1	1457	1458	1457
Mon Nov 04 10:18:51 2013	1383560331	2	1457	1458	1457
Mon Nov 04 10:18:51 2013	1383560331	1	1461	1462	1461
Mon Nov 04 10:18:51 2013	1383560331	1	1461	1462	1461
Mon Nov 04 10:18:53 2013	1383560333	0	1469	1470	1469
Mon Nov 04 10:18:51 2013	1383560331	1	1469	1470	1469
Mon Nov 04 10:18:51 2013	1383560331	1	1477	1478	1477
Mon Nov 04 10:19:09 2013	1383560349	0	1478	1479	1478
Mon Nov 04 10:18:51 2013	1383560331	1	1482	1483	1482
Mon Nov 04 10:18:54 2013	1383560334	0	1485	1485	1485
Mon Nov 04 10:18:52 2013	1383560332	0	1491	1491	1491
Mon Nov 04 10:18:53 2013	1383560333	0	1497	1497	1497
Mon Nov 04 10:18:53 2013	1383560333	0	1503	1503	1503
Mon Nov 04 10:18:53 2013	1383560333	0	1515	1515	1515
Mon Nov 04 10:18:53 2013	1383560333	0	1520	1520	1520
Mon Nov 04 10:18:53 2013	1383560333	0	1520	1520	1520
Mon Nov 04 10:19:09 2013	1383560349	0	1526	1526	1526
Mon Nov 04 10:18:56 2013	1383560336	0	1527	1527	1527
Mon Nov 04 10:18:51 2013	1383560331	1	1527	1529	1527
Mon Nov 04 10:18:52 2013	1383560332	0	1535	1535	1535
Mon Nov 04 10:18:52 2013	1383560332	0	1539	1539	1539
Mon Nov 04 10:18:54 2013	1383560334	0	1541	1541	1541
Mon Nov 04 10:18:56 2013	1383560336	0	1546	1547	1546
Mon Nov 04 10:18:51 2013	1383560331	1	1546	1547	1546
Mon Nov 04 10:18:51 2013	1383560331	1	1548	1549	1548
Mon Nov 04 10:18:53 2013	1383560333	0	1550	1550	1550
Mon Nov 04 10:18:53 2013	1383560333	0	1554	1554	1554
Mon Nov 04 10:18:51 2013	1383560331	1	1555	1556	1555
Mon Nov 04 10:18:53 2013	1383560333	0	1558	1558	1558
Mon Nov 04 10:18:53 2013	1383560333	0	1560	1560	1560
Mon Nov 04 10:18:51 2013	1383560331	1	1558	1560	1558
