starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 04 11:27:52 2013	1383564472	0	759	760	759
Mon Nov 04 11:27:34 2013	1383564454	2	761	762	752
Mon Nov 04 11:27:52 2013	1383564472	0	771	771	771
Mon Nov 04 11:27:34 2013	1383564454	2	789	791	789
Mon Nov 04 11:27:52 2013	1383564472	0	834	834	834
Mon Nov 04 11:27:52 2013	1383564472	0	895	895	895
Mon Nov 04 11:27:52 2013	1383564472	0	903	903	903
Mon Nov 04 11:27:34 2013	1383564454	55	859	914	859
Mon Nov 04 11:27:34 2013	1383564454	55	866	921	865
Mon Nov 04 11:27:52 2013	1383564472	0	931	931	931
Mon Nov 04 11:27:52 2013	1383564472	0	976	976	976
Mon Nov 04 11:27:38 2013	1383564458	0	1036	1036	1036
Mon Nov 04 11:27:38 2013	1383564458	0	1047	1047	1047
Mon Nov 04 11:27:35 2013	1383564455	0	1093	1093	1093
Mon Nov 04 11:27:35 2013	1383564455	0	1093	1093	1093
Mon Nov 04 11:27:44 2013	1383564464	0	1094	1094	1094
Mon Nov 04 11:27:35 2013	1383564455	0	1097	1097	1097
Mon Nov 04 11:27:38 2013	1383564458	0	1097	1097	1097
Mon Nov 04 11:27:52 2013	1383564472	0	1106	1106	1106
Mon Nov 04 11:27:35 2013	1383564455	0	1106	1106	1106
Mon Nov 04 11:27:38 2013	1383564458	0	1111	1111	1111
Mon Nov 04 11:27:50 2013	1383564470	0	1112	1112	1112
Mon Nov 04 11:27:47 2013	1383564467	0	1115	1115	1115
Mon Nov 04 11:27:35 2013	1383564455	0	1119	1119	1119
Mon Nov 04 11:27:35 2013	1383564455	0	1119	1119	1119
Mon Nov 04 11:27:35 2013	1383564455	0	1128	1128	1128
Mon Nov 04 11:27:36 2013	1383564456	0	1128	1128	1128
Mon Nov 04 11:27:37 2013	1383564457	0	1128	1128	1128
Mon Nov 04 11:27:45 2013	1383564465	0	1129	1129	1129
Mon Nov 04 11:27:36 2013	1383564456	0	1129	1129	1129
Mon Nov 04 11:27:34 2013	1383564454	71	1058	1129	1050
Mon Nov 04 11:27:35 2013	1383564455	0	1133	1133	1133
Mon Nov 04 11:27:37 2013	1383564457	0	1134	1134	1134
Mon Nov 04 11:27:35 2013	1383564455	0	1136	1136	1136
Mon Nov 04 11:27:36 2013	1383564456	0	1138	1138	1138
Mon Nov 04 11:27:51 2013	1383564471	0	1138	1138	1138
Mon Nov 04 11:27:52 2013	1383564472	0	1143	1143	1143
Mon Nov 04 11:27:36 2013	1383564456	0	1146	1146	1146
Mon Nov 04 11:27:35 2013	1383564455	0	1147	1147	1147
Mon Nov 04 11:27:37 2013	1383564457	0	1147	1147	1147
Mon Nov 04 11:27:37 2013	1383564457	0	1147	1147	1147
Mon Nov 04 11:27:35 2013	1383564455	0	1148	1148	1148
Mon Nov 04 11:27:35 2013	1383564455	0	1149	1149	1149
Mon Nov 04 11:27:36 2013	1383564456	0	1149	1149	1149
Mon Nov 04 11:27:34 2013	1383564454	0	1150	1150	1150
Mon Nov 04 11:27:36 2013	1383564456	0	1152	1152	1152
Mon Nov 04 11:27:36 2013	1383564456	0	1155	1155	1155
Mon Nov 04 11:27:37 2013	1383564457	0	1155	1155	1155
Mon Nov 04 11:27:36 2013	1383564456	0	1156	1156	1155
Mon Nov 04 11:27:38 2013	1383564458	0	1156	1156	1156
Mon Nov 04 11:27:37 2013	1383564457	0	1157	1157	1157
Mon Nov 04 11:27:35 2013	1383564455	0	1157	1157	1157
Mon Nov 04 11:27:36 2013	1383564456	0	1157	1157	1157
Mon Nov 04 11:27:37 2013	1383564457	0	1162	1162	1161
Mon Nov 04 11:27:43 2013	1383564463	0	1162	1162	1162
Mon Nov 04 11:27:37 2013	1383564457	0	1162	1162	1162
Mon Nov 04 11:27:39 2013	1383564459	0	1163	1163	1163
Mon Nov 04 11:27:36 2013	1383564456	0	1163	1163	1163
Mon Nov 04 11:27:38 2013	1383564458	0	1164	1164	1164
Mon Nov 04 11:27:39 2013	1383564459	0	1164	1164	1164
Mon Nov 04 11:27:36 2013	1383564456	0	1165	1165	1165
Mon Nov 04 11:27:36 2013	1383564456	0	1166	1166	1166
Mon Nov 04 11:27:37 2013	1383564457	0	1167	1167	1167
Mon Nov 04 11:27:36 2013	1383564456	0	1177	1177	1177
Mon Nov 04 11:27:39 2013	1383564459	0	1178	1178	1178
Mon Nov 04 11:27:35 2013	1383564455	0	1182	1182	1182
Mon Nov 04 11:27:36 2013	1383564456	0	1182	1182	1182
Mon Nov 04 11:27:36 2013	1383564456	0	1183	1183	1183
Mon Nov 04 11:27:39 2013	1383564459	0	1183	1183	1183
Mon Nov 04 11:27:36 2013	1383564456	0	1183	1184	1183
Mon Nov 04 11:27:38 2013	1383564458	0	1184	1184	1184
Mon Nov 04 11:27:51 2013	1383564471	0	1186	1186	1186
Mon Nov 04 11:27:36 2013	1383564456	0	1188	1188	1188
Mon Nov 04 11:27:39 2013	1383564459	0	1189	1189	1189
Mon Nov 04 11:27:37 2013	1383564457	0	1193	1193	1193
Mon Nov 04 11:27:38 2013	1383564458	0	1195	1195	1195
Mon Nov 04 11:27:37 2013	1383564457	0	1197	1197	1197
Mon Nov 04 11:27:35 2013	1383564455	0	1197	1197	1197
Mon Nov 04 11:27:47 2013	1383564467	0	1197	1197	1197
Mon Nov 04 11:27:36 2013	1383564456	0	1198	1198	1198
Mon Nov 04 11:27:39 2013	1383564459	0	1198	1198	1198
Mon Nov 04 11:27:36 2013	1383564456	0	1198	1198	1198
Mon Nov 04 11:27:39 2013	1383564459	0	1198	1198	1198
Mon Nov 04 11:27:35 2013	1383564455	0	1199	1199	1199
Mon Nov 04 11:27:41 2013	1383564461	0	1199	1199	1199
Mon Nov 04 11:27:36 2013	1383564456	0	1199	1199	1199
Mon Nov 04 11:27:39 2013	1383564459	0	1200	1200	1200
Mon Nov 04 11:27:35 2013	1383564455	0	1201	1201	1201
Mon Nov 04 11:27:47 2013	1383564467	0	1203	1203	1203
Mon Nov 04 11:27:37 2013	1383564457	0	1203	1203	1203
Mon Nov 04 11:27:38 2013	1383564458	0	1205	1205	1205
Mon Nov 04 11:27:40 2013	1383564460	0	1206	1206	1206
Mon Nov 04 11:27:35 2013	1383564455	0	1207	1207	1207
Mon Nov 04 11:27:35 2013	1383564455	0	1207	1207	1207
Mon Nov 04 11:27:37 2013	1383564457	0	1207	1207	1207
Mon Nov 04 11:27:37 2013	1383564457	0	1209	1209	1209
Mon Nov 04 11:27:38 2013	1383564458	0	1210	1210	1210
Mon Nov 04 11:27:37 2013	1383564457	0	1210	1210	1210
Mon Nov 04 11:27:39 2013	1383564459	0	1213	1213	1213
Mon Nov 04 11:27:34 2013	1383564454	10	1203	1214	1191
Mon Nov 04 11:27:39 2013	1383564459	0	1219	1219	1219
Mon Nov 04 11:27:40 2013	1383564460	0	1221	1221	1221
Mon Nov 04 11:27:51 2013	1383564471	0	1223	1223	1223
Mon Nov 04 11:27:34 2013	1383564454	10	1213	1223	1213
Mon Nov 04 11:27:36 2013	1383564456	0	1224	1224	1224
Mon Nov 04 11:27:37 2013	1383564457	0	1225	1225	1225
Mon Nov 04 11:27:39 2013	1383564459	0	1226	1226	1226
Mon Nov 04 11:27:42 2013	1383564462	0	1226	1226	1226
Mon Nov 04 11:27:34 2013	1383564454	2	1226	1227	1226
Mon Nov 04 11:27:46 2013	1383564466	0	1230	1230	1230
Mon Nov 04 11:27:36 2013	1383564456	0	1232	1232	1232
Mon Nov 04 11:27:43 2013	1383564463	0	1233	1233	1233
Mon Nov 04 11:27:35 2013	1383564455	0	1233	1233	1233
Mon Nov 04 11:27:48 2013	1383564468	0	1235	1235	1234
Mon Nov 04 11:27:36 2013	1383564456	0	1237	1237	1237
Mon Nov 04 11:27:38 2013	1383564458	0	1237	1237	1237
Mon Nov 04 11:27:46 2013	1383564466	0	1238	1238	1238
Mon Nov 04 11:27:40 2013	1383564460	0	1238	1238	1238
Mon Nov 04 11:27:34 2013	1383564454	47	1193	1240	1185
Mon Nov 04 11:27:35 2013	1383564455	0	1242	1242	1242
Mon Nov 04 11:27:39 2013	1383564459	0	1243	1243	1243
Mon Nov 04 11:27:34 2013	1383564454	31	1213	1244	1205
Mon Nov 04 11:27:45 2013	1383564465	0	1246	1246	1246
Mon Nov 04 11:27:36 2013	1383564456	0	1246	1246	1246
Mon Nov 04 11:27:38 2013	1383564458	0	1247	1247	1247
Mon Nov 04 11:27:48 2013	1383564468	0	1248	1248	1248
Mon Nov 04 11:27:34 2013	1383564454	39	1210	1249	1210
Mon Nov 04 11:27:37 2013	1383564457	0	1249	1250	1249
Mon Nov 04 11:27:35 2013	1383564455	0	1253	1253	1253
Mon Nov 04 11:27:35 2013	1383564455	0	1254	1254	1254
Mon Nov 04 11:27:35 2013	1383564455	0	1254	1254	1254
Mon Nov 04 11:27:39 2013	1383564459	0	1254	1254	1254
Mon Nov 04 11:27:36 2013	1383564456	0	1255	1255	1255
Mon Nov 04 11:27:52 2013	1383564472	0	1255	1255	1255
Mon Nov 04 11:27:38 2013	1383564458	0	1255	1255	1255
Mon Nov 04 11:27:37 2013	1383564457	0	1256	1256	1256
Mon Nov 04 11:27:36 2013	1383564456	0	1257	1257	1257
Mon Nov 04 11:27:34 2013	1383564454	55	1203	1258	1202
Mon Nov 04 11:27:34 2013	1383564454	39	1219	1258	1219
Mon Nov 04 11:27:37 2013	1383564457	0	1258	1258	1258
Mon Nov 04 11:27:37 2013	1383564457	0	1258	1259	1258
Mon Nov 04 11:27:38 2013	1383564458	0	1260	1260	1259
Mon Nov 04 11:27:44 2013	1383564464	0	1260	1260	1260
Mon Nov 04 11:27:36 2013	1383564456	0	1260	1260	1260
Mon Nov 04 11:27:36 2013	1383564456	0	1260	1260	1260
Mon Nov 04 11:27:38 2013	1383564458	0	1263	1263	1263
Mon Nov 04 11:27:43 2013	1383564463	0	1264	1264	1264
Mon Nov 04 11:27:38 2013	1383564458	0	1267	1267	1267
Mon Nov 04 11:27:37 2013	1383564457	0	1270	1270	1270
Mon Nov 04 11:27:38 2013	1383564458	0	1270	1270	1270
Mon Nov 04 11:27:34 2013	1383564454	39	1231	1270	1223
Mon Nov 04 11:27:34 2013	1383564454	55	1215	1270	1215
Mon Nov 04 11:27:39 2013	1383564459	0	1271	1271	1270
Mon Nov 04 11:27:34 2013	1383564454	2	1269	1271	1269
Mon Nov 04 11:27:36 2013	1383564456	0	1272	1272	1272
Mon Nov 04 11:27:35 2013	1383564455	0	1272	1272	1272
Mon Nov 04 11:27:39 2013	1383564459	0	1272	1272	1272
Mon Nov 04 11:27:35 2013	1383564455	0	1272	1272	1272
Mon Nov 04 11:27:50 2013	1383564470	0	1273	1273	1273
Mon Nov 04 11:27:46 2013	1383564466	0	1278	1278	1278
Mon Nov 04 11:27:35 2013	1383564455	0	1279	1279	1279
Mon Nov 04 11:27:48 2013	1383564468	0	1280	1280	1280
Mon Nov 04 11:27:34 2013	1383564454	55	1228	1283	1228
Mon Nov 04 11:27:36 2013	1383564456	0	1286	1286	1286
Mon Nov 04 11:27:35 2013	1383564455	0	1291	1291	1291
Mon Nov 04 11:27:39 2013	1383564459	0	1291	1291	1291
Mon Nov 04 11:27:43 2013	1383564463	0	1292	1292	1292
Mon Nov 04 11:27:39 2013	1383564459	0	1293	1293	1293
Mon Nov 04 11:27:39 2013	1383564459	0	1294	1294	1294
Mon Nov 04 11:27:38 2013	1383564458	0	1303	1303	1303
Mon Nov 04 11:27:39 2013	1383564459	0	1304	1304	1304
Mon Nov 04 11:27:49 2013	1383564469	0	1305	1305	1305
Mon Nov 04 11:27:38 2013	1383564458	0	1306	1306	1306
Mon Nov 04 11:27:34 2013	1383564454	55	1252	1308	1252
Mon Nov 04 11:27:44 2013	1383564464	0	1313	1313	1313
Mon Nov 04 11:27:34 2013	1383564454	55	1259	1315	1251
Mon Nov 04 11:27:34 2013	1383564454	55	1260	1315	1259
Mon Nov 04 11:27:34 2013	1383564454	22	1293	1315	1293
Mon Nov 04 11:27:34 2013	1383564454	22	1293	1316	1293
Mon Nov 04 11:27:34 2013	1383564454	2	1314	1316	1314
Mon Nov 04 11:27:35 2013	1383564455	0	1319	1319	1319
Mon Nov 04 11:27:37 2013	1383564457	0	1323	1323	1323
Mon Nov 04 11:27:50 2013	1383564470	0	1323	1323	1323
Mon Nov 04 11:27:45 2013	1383564465	0	1324	1324	1324
Mon Nov 04 11:27:52 2013	1383564472	0	1326	1326	1326
Mon Nov 04 11:27:40 2013	1383564460	0	1326	1326	1326
Mon Nov 04 11:27:49 2013	1383564469	0	1328	1328	1328
Mon Nov 04 11:27:52 2013	1383564472	0	1330	1330	1330
Mon Nov 04 11:27:51 2013	1383564471	0	1331	1331	1331
Mon Nov 04 11:27:50 2013	1383564470	0	1335	1335	1335
Mon Nov 04 11:27:45 2013	1383564465	0	1335	1336	1335
Mon Nov 04 11:27:34 2013	1383564454	71	1265	1336	1265
Mon Nov 04 11:27:40 2013	1383564460	0	1340	1340	1340
Mon Nov 04 11:27:44 2013	1383564464	0	1345	1345	1345
Mon Nov 04 11:27:34 2013	1383564454	55	1290	1345	1290
Mon Nov 04 11:27:42 2013	1383564462	0	1347	1347	1347
Mon Nov 04 11:27:50 2013	1383564470	0	1348	1348	1348
Mon Nov 04 11:27:51 2013	1383564471	0	1348	1348	1348
Mon Nov 04 11:27:48 2013	1383564468	0	1352	1352	1352
Mon Nov 04 11:27:41 2013	1383564461	0	1356	1356	1356
Mon Nov 04 11:27:45 2013	1383564465	0	1357	1357	1357
Mon Nov 04 11:27:40 2013	1383564460	0	1360	1360	1360
Mon Nov 04 11:27:50 2013	1383564470	0	1361	1361	1361
Mon Nov 04 11:27:48 2013	1383564468	0	1361	1361	1361
Mon Nov 04 11:27:34 2013	1383564454	22	1339	1361	1330
Mon Nov 04 11:27:34 2013	1383564454	10	1352	1363	1352
Mon Nov 04 11:27:41 2013	1383564461	0	1367	1367	1367
Mon Nov 04 11:27:39 2013	1383564459	0	1370	1370	1370
Mon Nov 04 11:27:41 2013	1383564461	0	1372	1372	1372
Mon Nov 04 11:27:42 2013	1383564462	0	1374	1374	1374
Mon Nov 04 11:27:45 2013	1383564465	0	1374	1374	1374
Mon Nov 04 11:27:34 2013	1383564454	63	1315	1378	1307
Mon Nov 04 11:27:51 2013	1383564471	0	1383	1383	1383
Mon Nov 04 11:27:47 2013	1383564467	0	1388	1388	1388
Mon Nov 04 11:27:51 2013	1383564471	0	1389	1389	1389
Mon Nov 04 11:27:34 2013	1383564454	55	1337	1392	1337
Mon Nov 04 11:27:39 2013	1383564459	0	1394	1394	1394
Mon Nov 04 11:27:51 2013	1383564471	0	1395	1395	1395
Mon Nov 04 11:27:48 2013	1383564468	0	1397	1397	1397
Mon Nov 04 11:27:39 2013	1383564459	0	1400	1400	1400
Mon Nov 04 11:27:34 2013	1383564454	55	1348	1403	1347
Mon Nov 04 11:27:40 2013	1383564460	0	1404	1404	1404
Mon Nov 04 11:27:48 2013	1383564468	0	1409	1409	1409
Mon Nov 04 11:27:49 2013	1383564469	0	1416	1416	1416
